City 1,City 2,Average Fare,Distance,Average Weekly Passengers,Market Leading Airline,Market Share,Average Fare.1,Low Price Airline,Market Share.1,Price
IAH ,SEA    ,225.27,1900,512.6,CO,62.4,227.68,DL   ,4.66,181.09
IAH ,TPA    ,161.85,787,500.97,CO,60.7,164.26,CO   ,60.7,164.26
IAH ,TUL    ,120.65,456,703.69,WN,55.29,120.07,WN   ,55.29,120.07
IAH ,IAD    ,255.5,1218,915.32,CO,74.62,273.29,US   ,3.12,137.0
IND ,MCI    ,93.47,451,281.19,WN,60.8,85.43,WN   ,60.8,85.43
IND ,LAS    ,122.8,1591,840.97,TZ,56.21,121.94,WN   ,16.14,116.74
IND ,LAX    ,156.11,1814,614.45,WN,22.28,151.84,TZ   ,21.19,147.18
IND ,MSP    ,218.63,503,350.97,NW,77.39,235.97,TZ   ,14.92,155.29
IND ,LGA    ,170.97,664,718.47,CO,36.11,226.61,TZ   ,30.34,119.94
IND ,MCO    ,104.43,828,1027.71,TZ,46.17,98.9,TZ   ,46.17,98.9
IND ,PHL    ,199.52,587,289.02,US,71.3,215.09,UA   ,7.78,137.15
IND ,PHX    ,122.32,1489,714.45,HP,36.52,128.95,TZ   ,25.87,111.66
IND ,SAN    ,171.73,1783,234.67,AA,26.16,170.38,AA   ,26.16,170.38
IND ,SFO    ,154.45,1944,267.93,UA,32.29,165.48,AA   ,22.1,137.03
IND ,SEA    ,148.94,1866,213.91,UA,30.03,150.68,TZ   ,12.9,142.62
IND ,TPA    ,109.86,840,685.21,TZ,58.21,100.23,TZ   ,58.21,100.23
PSP ,PDX    ,140.07,873,206.84,AS,83.44,138.93,DL   ,2.62,122.44
PSP ,SFO    ,104.9,421,308.91,AS,87.33,102.77,AS   ,87.33,102.77
PSP ,SEA    ,140.87,987,368.36,AS,90.64,141.21,UA   ,4.63,133.84
JAX ,LAX    ,185.14,2153,232.82,DL,46.45,180.98,AA   ,17.6,173.65
JAX ,BNA    ,105.36,484,265.86,WN,84.21,103.79,WN   ,84.21,103.79
JAX ,MSY    ,106.82,513,188.15,WN,65.68,98.44,WN   ,65.68,98.44
JAX ,LGA    ,173.47,834,887.6,CO,42.17,185.49,DL   ,38.08,177.02
JAX ,ORF    ,97.89,543,264.45,WN,73.2,91.02,WN   ,73.2,91.02
JAX ,PHL    ,144.93,742,428.91,US,81.12,140.89,US   ,81.12,140.89
JAX ,IAD    ,162.25,634,188.58,DL,46.51,178.85,FL   ,15.61,121.87
MCI ,LAS    ,130.0,1140,768.04,WN,78.26,126.85,DL   ,7.72,124.01
MCI ,LAX    ,161.5,1363,703.36,WN,60.79,157.16,AA   ,11.34,156.99
MCI ,MKE    ,156.87,436,210.43,YX,86.82,157.7,DL   ,1.75,108.73
MCI ,MSP    ,239.95,393,377.93,NW,95.31,242.92,UA   ,1.46,131.05
MCI ,BNA    ,78.41,491,387.82,WN,87.69,75.46,WN   ,87.69,75.46
MCI ,MSY    ,112.46,690,263.26,DL,24.85,99.97,NW   ,14.94,96.84
MCI ,LGA    ,195.63,1113,938.26,AA,29.43,160.66,AA   ,29.43,160.66
MCI ,OAK    ,179.29,1489,210.21,WN,75.38,181.75,HP   ,10.44,147.24
MCI ,OKC    ,75.47,313,266.52,WN,98.53,73.67,WN   ,98.53,73.67
MCI ,MCO    ,125.96,1072,639.89,WN,58.21,123.56,AA   ,13.3,115.11
MCI ,PHL    ,150.22,1038,331.08,US,74.22,148.14,AA   ,8.27,140.81
MCI ,PHX    ,142.08,1044,711.84,WN,54.64,140.37,WN   ,54.64,140.37
MCI ,PDX    ,159.93,1481,230.76,WN,37.02,154.04,WN   ,37.02,154.04
MCI ,RDU    ,122.11,904,246.84,WN,33.81,138.38,DL   ,23.16,108.89
MCI ,SMF    ,171.31,1442,194.02,WN,54.39,164.82,WN   ,54.39,164.82
MCI ,STL    ,71.12,237,575.0,WN,61.49,70.73,WN   ,61.49,70.73
MCI ,SLC    ,150.04,919,209.67,DL,69.51,148.54,DL   ,69.51,148.54
MCI ,SAT    ,154.67,706,181.84,YX,45.6,164.18,DL   ,10.16,132.32
MCI ,SAN    ,164.27,1333,367.6,WN,51.74,162.7,DL   ,10.17,150.48
MCI ,SFO    ,161.36,1506,260.86,DL,31.58,122.04,DL   ,31.58,122.04
MCI ,SEA    ,163.57,1501,341.19,WN,26.28,156.65,AA   ,13.06,155.74
MCI ,TPA    ,129.12,1048,353.36,WN,35.89,130.25,AA   ,17.74,119.06
MCI ,IAD    ,172.27,950,524.34,YX,57.54,184.1,AA   ,10.84,147.34
TYS ,LGA    ,199.6,647,196.41,DL,37.24,185.98,US   ,16.87,173.4
LAS ,LGB    ,50.52,231,592.71,B6,100.0,50.52,B6   ,100.0,50.52
LAS ,LAX    ,65.98,236,3522.28,WN,61.35,60.31,WN   ,61.35,60.31
LAS ,SDF    ,158.48,1624,232.06,WN,55.26,156.17,WN   ,55.26,156.17
LAS ,MHT    ,158.3,2356,192.39,WN,29.71,144.0,WN   ,29.71,144.0
LAS ,MIA    ,201.61,2175,329.02,HP,49.95,179.46,HP   ,49.95,179.46
LAS ,MKE    ,158.86,1524,387.17,YX,46.51,174.22,NW   ,22.62,133.65
LAS ,MSP    ,151.03,1300,1012.71,NW,58.21,162.76,SY   ,16.6,127.23
LAS ,BNA    ,153.65,1588,397.5,WN,76.23,151.51,AX   ,1.23,128.46
LAS ,MSY    ,159.74,1501,315.0,WN,51.13,154.36,WN   ,51.13,154.36
LAS ,LGA    ,176.94,2248,3205.54,HP,40.26,164.52,HP   ,40.26,164.52
LAS ,ORF    ,174.34,2155,193.58,WN,53.0,165.95,WN   ,53.0,165.95
LAS ,OAK    ,97.56,407,1729.02,WN,85.27,100.72,AQ   ,8.04,69.48
LAS ,OKC    ,161.93,987,217.6,WN,43.55,167.34,DL   ,19.13,154.65
LAS ,OMA    ,128.36,1099,498.8,WN,73.08,124.86,F9   ,1.52,117.51
LAS ,ONT    ,58.45,197,1225.43,WN,97.88,58.13,WN   ,97.88,58.13
LAS ,MCO    ,164.19,2039,623.26,DL,29.01,171.34,AA   ,12.05,153.83
LAS ,PHL    ,164.41,2176,907.93,US,42.93,165.08,HP   ,40.69,156.82
LAS ,PHX    ,69.97,256,2402.5,WN,75.26,68.53,WN   ,75.26,68.53
LAS ,PIT    ,204.31,1910,316.19,US,66.44,208.27,CO   ,2.57,170.52
LAS ,PDX    ,109.45,762,1139.13,AS,54.54,106.28,AS   ,54.54,106.28
LAS ,PVD    ,164.21,2363,260.21,WN,35.46,154.89,WN   ,35.46,154.89
LAS ,RDU    ,157.28,2027,406.95,DL,22.38,157.05,WN   ,20.32,154.44
LAS ,RNO    ,76.3,345,1278.8,WN,97.16,76.21,HP   ,2.43,74.04
LAS ,SMF    ,96.44,397,1259.34,WN,84.74,96.93,HP   ,13.55,92.37
LAS ,STL    ,166.32,1372,569.56,AA,47.21,184.64,WN   ,42.02,148.39
LAS ,SLC    ,87.86,368,895.76,WN,61.23,85.79,WN   ,61.23,85.79
LAS ,SAT    ,146.45,1069,462.5,WN,77.95,144.95,HP   ,7.59,141.27
LAS ,SAN    ,75.76,258,1748.91,WN,88.2,76.03,HP   ,10.83,72.34
LAS ,SFO    ,94.67,414,1349.78,HP,52.28,80.29,HP   ,52.28,80.29
LAS ,SJC    ,99.57,386,1418.47,WN,61.31,99.36,WN   ,61.31,99.36
LAS ,SNA    ,70.48,226,1167.06,HP,72.32,73.54,WN   ,27.35,62.3
LAS ,SEA    ,104.42,866,1910.1,AS,56.84,102.39,HP   ,20.92,97.98
LAS ,GEG    ,125.35,806,227.28,WN,41.03,133.79,DL   ,13.86,110.34
LAS ,TPA    ,152.93,1984,635.65,WN,33.92,143.3,WN   ,33.92,143.3
LAS ,TUS    ,74.55,365,512.17,WN,78.01,72.64,WN   ,78.01,72.64
LAS ,TUL    ,153.56,1076,221.08,WN,71.92,152.31,DL   ,10.27,140.69
LAS ,IAD    ,211.33,2089,538.47,UA,36.59,250.69,HP   ,36.57,172.34
LIT ,STL    ,71.48,296,239.13,WN,59.63,69.78,WN   ,59.63,69.78
LGB ,LGA    ,183.61,2465,1714.45,B6,73.13,183.53,AA   ,26.1,182.14
LGB ,OAK    ,61.02,353,1255.32,B6,100.0,61.02,B6   ,100.0,61.02
LGB ,SEA    ,135.45,965,184.34,AS,96.93,135.12,AS   ,96.93,135.12
LGB ,IAD    ,163.45,2300,580.0,B6,87.68,161.78,B6   ,87.68,161.78
ISP ,BNA    ,121.99,803,217.82,WN,94.26,122.08,DL   ,3.49,118.25
ISP ,MCO    ,126.6,972,443.69,WN,93.48,126.37,US   ,1.51,126.3
ISP ,PVD    ,52.99,108,262.71,WN,100.0,52.99,WN   ,100.0,52.99
ISP ,TPA    ,123.99,1034,430.76,WN,93.76,123.64,DL   ,4.03,118.68
ISP ,PBI    ,130.11,1052,267.93,WN,90.3,130.62,DL   ,7.26,120.82
LAX ,MHT    ,165.99,2587,305.54,UA,29.91,178.8,CO   ,12.23,137.31
LAX ,MEM    ,268.96,1619,226.84,NW,75.94,276.4,DL   ,4.74,207.95
LAX ,MIA    ,330.28,2342,680.86,AA,54.42,353.23,HP   ,11.95,215.3
LAX ,MKE    ,189.9,1756,332.6,YX,43.98,198.66,UA   ,16.66,171.57
LAX ,MSP    ,226.37,1536,968.36,NW,64.87,247.48,SY   ,5.8,130.21
LAX ,BNA    ,193.66,1797,491.73,WN,47.3,176.23,WN   ,47.3,176.23
LAX ,MSY    ,186.88,1671,659.78,UA,47.01,184.96,WN   ,21.66,182.29
LAX ,LGA    ,317.2,2475,5680.65,AA,29.35,382.59,CO   ,18.13,276.99
LAX ,ORF    ,197.65,2371,226.73,DL,28.71,201.85,AA   ,22.62,171.17
LAX ,OAK    ,75.02,337,3435.76,WN,91.49,73.78,WN   ,91.49,73.78
LAX ,OKC    ,178.12,1187,197.71,AA,21.93,181.44,CO   ,10.33,153.41
LAX ,OMA    ,151.38,1330,248.36,UA,29.45,160.74,NW   ,15.57,135.16
LAX ,MCO    ,232.41,2217,1002.5,UA,36.21,245.95,AA   ,16.87,225.24
LAX ,PHL    ,242.45,2401,1238.26,US,41.15,235.64,US   ,41.15,235.64
LAX ,PHX    ,71.93,370,2011.08,WN,72.97,68.86,WN   ,72.97,68.86
LAX ,PIT    ,231.87,2136,354.13,US,57.64,244.53,UA   ,15.31,193.82
LAX ,PDX    ,128.46,834,1298.47,AS,45.36,128.2,UA   ,39.43,126.33
LAX ,PVD    ,174.32,2592,428.47,WN,21.15,161.91,WN   ,21.15,161.91
LAX ,RDU    ,189.3,2239,375.32,DL,25.19,179.27,US   ,11.81,167.81
LAX ,RNO    ,93.2,390,703.36,WN,58.41,97.69,AA   ,37.16,83.23
LAX ,SMF    ,80.35,373,1507.82,WN,86.46,78.47,WN   ,86.46,78.47
LAX ,STL    ,211.29,1593,705.76,AA,72.55,219.23,WN   ,10.78,181.79
LAX ,SLC    ,97.4,590,1475.32,WN,45.52,87.01,WN   ,45.52,87.01
LAX ,SAT    ,165.91,1210,411.73,WN,50.07,159.59,WN   ,50.07,159.59
LAX ,SFO    ,110.66,337,2079.67,UA,69.37,117.06,AA   ,22.53,98.0
LAX ,SJC    ,76.98,308,1947.93,WN,71.02,76.23,WN   ,71.02,76.23
LAX ,SEA    ,139.4,954,2286.95,AS,56.05,139.78,AS   ,56.05,139.78
LAX ,GEG    ,134.25,945,262.06,AS,43.46,140.57,DL   ,14.84,111.68
LAX ,TPA    ,205.37,2158,540.32,DL,47.27,208.8,WN   ,13.84,174.08
LAX ,TUS    ,76.46,451,809.45,WN,93.95,74.82,WN   ,93.95,74.82
LAX ,IAD    ,361.57,2311,1379.45,UA,51.73,419.95,AA   ,24.46,355.48
SDF ,LGA    ,216.04,662,257.93,CO,50.18,228.05,US   ,10.7,199.64
SDF ,MCO    ,123.41,718,343.8,DL,45.52,124.67,WN   ,44.89,120.13
SDF ,STL    ,70.1,254,193.26,WN,63.94,67.56,WN   ,63.94,67.56
SDF ,TPA    ,128.45,727,241.08,WN,55.59,124.36,WN   ,55.59,124.36
MSN ,LGA    ,137.34,820,281.84,NW,31.46,126.25,NW   ,31.46,126.25
MHT ,MCO    ,126.82,1142,665.86,WN,72.36,128.18,DL   ,11.85,116.79
MHT ,SAN    ,158.67,2565,211.41,WN,35.42,147.8,WN   ,35.42,147.8
MHT ,TPA    ,133.71,1204,453.8,WN,66.37,136.17,DL   ,11.8,125.52
MEM ,MSP    ,253.85,700,193.58,NW,85.45,266.83,UA   ,2.69,100.0
MEM ,LGA    ,200.22,964,678.15,NW,74.46,207.19,US   ,3.39,119.58
MEM ,MCO    ,164.94,683,280.97,NW,68.78,167.39,FL   ,13.23,145.42
MEM ,PHL    ,194.34,874,231.73,NW,66.13,188.04,NW   ,66.13,188.04
MEM ,TPA    ,166.74,656,204.45,NW,61.5,161.3,FL   ,13.39,149.72
MEM ,IAD    ,199.87,762,349.89,NW,71.35,212.8,US   ,8.48,120.37
MIA ,MSP    ,210.96,1501,355.65,NW,60.91,226.89,US   ,3.78,126.8
MIA ,MSY    ,171.97,674,195.21,AA,85.63,166.59,FL   ,3.61,165.52
MIA ,LGA    ,159.93,1097,3698.26,AA,68.47,157.66,AA   ,68.47,157.66
MIA ,PHL    ,173.49,1013,652.5,US,48.89,169.19,US   ,48.89,169.19
MIA ,PHX    ,193.9,1972,201.84,AA,36.45,166.7,AA   ,36.45,166.7
MIA ,PIT    ,163.37,1013,243.47,US,74.73,158.17,US   ,74.73,158.17
MIA ,RDU    ,141.97,700,287.17,AA,76.76,141.07,AA   ,76.76,141.07
MIA ,STL    ,212.64,1068,202.28,AA,80.49,217.71,UA   ,2.52,121.82
MIA ,SFO    ,327.45,2585,404.78,AA,47.04,366.46,UA   ,28.22,316.15
MIA ,SEA    ,220.24,2724,204.56,AA,25.29,216.09,AS   ,18.17,200.4
MIA ,TLH    ,102.5,403,324.23,DL,66.87,102.94,FL   ,30.9,101.3
MIA ,TPA    ,76.06,204,317.28,FL,50.94,68.23,FL   ,50.94,68.23
MIA ,IAD    ,206.3,921,922.28,AA,61.61,214.82,UA   ,25.4,201.45
MKE ,MSP    ,180.5,297,362.39,NW,96.85,180.71,NW   ,96.85,180.71
MKE ,LGA    ,190.63,746,712.17,YX,59.03,198.43,YX   ,59.03,198.43
MKE ,MCO    ,124.68,1066,777.93,YX,38.81,135.99,FL   ,24.36,112.37
MKE ,PHX    ,159.48,1460,464.78,HP,38.98,161.75,NW   ,15.76,143.97
MKE ,SFO    ,185.57,1845,257.71,YX,38.63,186.98,UA   ,20.83,186.72
MKE ,TPA    ,120.93,1077,383.58,FL,32.24,111.44,FL   ,32.24,111.44
MKE ,IAD    ,160.42,634,333.91,YX,67.35,170.77,FL   ,1.56,118.41
MSP ,BNA    ,226.77,695,204.45,NW,88.46,231.42,UA   ,1.59,122.86
MSP ,MSY    ,213.25,1040,225.32,NW,62.71,237.53,FL   ,13.65,158.79
MSP ,LGA    ,275.67,1028,1771.63,NW,61.52,307.33,NW   ,61.52,307.33
MSP ,ONT    ,197.35,1494,208.04,NW,67.71,196.48,NW   ,67.71,196.48
MSP ,MCO    ,171.09,1310,1073.8,NW,54.46,194.56,DL   ,13.91,129.64
MSP ,PHL    ,224.33,980,594.89,NW,58.15,242.03,US   ,27.09,207.53
MSP ,PHX    ,169.68,1276,1385.32,NW,47.67,180.59,SY   ,11.76,141.27
MSP ,PIT    ,211.95,726,236.52,NW,61.25,221.44,US   ,28.86,201.48
MSP ,PDX    ,211.17,1426,391.41,NW,68.95,218.33,SY   ,4.74,118.12
MSP ,RDU    ,212.02,981,262.82,NW,63.64,232.88,US   ,6.24,142.09
MSP ,SMF    ,211.46,1518,209.23,NW,59.06,223.28,UA   ,13.87,189.23
MSP ,STL    ,216.8,449,531.41,AA,48.9,212.82,AA   ,48.9,212.82
MSP ,SLC    ,197.02,991,247.39,NW,48.98,196.81,NW   ,48.98,196.81
MSP ,SAN    ,205.13,1532,532.82,NW,60.48,221.76,SY   ,8.01,137.98
MSP ,SFO    ,242.45,1589,874.45,NW,74.66,250.74,F9   ,4.38,175.96
MSP ,SJC    ,221.07,1576,329.67,NW,71.97,225.72,HP   ,11.17,202.91
MSP ,SNA    ,247.48,1522,283.26,NW,69.8,258.71,HP   ,13.35,219.02
MSP ,SEA    ,211.65,1399,657.39,NW,64.15,237.87,SY   ,15.93,129.34
MSP ,TPA    ,182.01,1307,580.97,NW,57.92,195.34,FL   ,11.69,167.12
MSP ,IAD    ,236.0,931,931.95,NW,75.19,255.64,US   ,3.39,139.57
MYR ,LGA    ,108.13,563,513.04,NK,52.22,102.42,NK   ,52.22,102.42
BNA ,MSY    ,83.24,471,420.43,WN,91.75,80.44,WN   ,91.75,80.44
BNA ,LGA    ,229.24,766,656.41,AA,39.67,216.51,DL   ,17.27,184.64
BNA ,MCO    ,124.05,616,568.26,WN,66.67,121.22,WN   ,66.67,121.22
BNA ,PHL    ,242.28,675,215.1,US,78.06,241.33,UA   ,1.86,145.18
BNA ,PHX    ,172.95,1448,317.82,WN,78.45,170.44,AA   ,7.31,164.12
BNA ,PVD    ,133.87,907,227.06,WN,75.34,133.59,US   ,10.14,130.38
BNA ,RDU    ,94.97,443,471.19,WN,88.37,92.06,WN   ,88.37,92.06
BNA ,SAT    ,133.44,822,196.73,WN,66.4,134.34,DL   ,11.93,125.38
BNA ,SAN    ,162.0,1751,229.34,WN,65.02,158.65,DL   ,11.18,151.64
BNA ,SEA    ,166.19,1977,231.63,WN,42.13,159.59,DL   ,17.92,151.51
BNA ,TPA    ,128.97,612,442.17,WN,83.7,125.31,WN   ,83.7,125.31
MSY ,LGA    ,164.99,1183,1473.8,CO,32.87,204.45,B6   ,17.54,128.88
MSY ,OAK    ,174.36,1903,267.82,WN,59.78,169.93,WN   ,59.78,169.93
MSY ,MCO    ,99.1,550,604.02,WN,88.59,96.25,AA   ,1.52,94.78
MSY ,PHL    ,156.93,1088,467.06,US,66.11,152.78,US   ,66.11,152.78
MSY ,PHX    ,164.46,1301,284.34,WN,47.28,164.86,CO   ,15.71,155.78
MSY ,PIT    ,137.67,918,226.73,US,53.59,144.21,DL   ,24.97,127.91
MSY ,RDU    ,110.18,779,230.86,DL,52.87,103.84,DL   ,52.87,103.84
MSY ,SMF    ,151.06,1879,190.32,UA,23.41,154.84,AA   ,17.53,142.42
MSY ,STL    ,168.31,604,256.95,AA,74.91,166.39,AA   ,74.91,166.39
MSY ,SAT    ,116.01,495,218.91,WN,70.7,117.19,CO   ,18.81,114.77
MSY ,SAN    ,167.56,1599,284.89,WN,49.71,157.32,WN   ,49.71,157.32
MSY ,SFO    ,230.27,1911,251.19,UA,52.44,251.25,AA   ,12.93,178.7
MSY ,SEA    ,177.47,2086,271.95,CO,25.53,162.5,DL   ,18.9,161.55
MSY ,TPA    ,101.8,487,550.97,WN,84.65,100.58,WN   ,84.65,100.58
MSY ,IAD    ,186.11,969,545.0,US,44.01,189.88,UA   ,21.73,184.65
PHF ,LGA    ,85.72,288,270.86,FL,98.23,85.58,FL   ,98.23,85.58
LGA ,OAK    ,188.81,2576,1869.23,B6,53.2,180.07,B6   ,53.2,180.07
LGA ,OKC    ,229.58,1345,210.86,AA,40.25,220.54,AA   ,40.25,220.54
LGA ,OMA    ,200.11,1155,274.34,YX,25.47,195.15,UA   ,21.39,184.32
LGA ,ONT    ,194.05,2430,482.5,B6,46.11,172.15,DL   ,14.77,170.19
LGA ,MCO    ,123.54,950,6838.15,DL,30.71,117.63,AA   ,13.71,114.35
LGA ,PHX    ,217.97,2153,2000.21,HP,34.57,235.42,DL   ,11.69,195.21
LGA ,PIT    ,176.9,340,1297.71,US,75.48,170.21,US   ,75.48,170.21
LGA ,PWM    ,167.42,284,199.78,DL,38.35,144.73,AA   ,20.83,142.36
LGA ,PDX    ,245.38,2454,629.34,CO,33.16,232.18,CO   ,33.16,232.18
LGA ,RDU    ,158.33,431,1431.3,AA,47.63,153.47,DL   ,15.49,137.85
LGA ,RIC    ,210.6,292,263.26,CO,57.84,232.59,DL   ,36.45,175.6
LGA ,ROC    ,93.71,264,884.02,B6,82.5,78.5,B6   ,82.5,78.5
LGA ,SMF    ,254.96,2521,304.67,UA,36.1,287.33,DL   ,14.69,194.51
LGA ,STL    ,197.34,892,1320.76,AA,73.05,202.45,CO   ,16.55,186.3
LGA ,SLC    ,209.39,1989,776.41,DL,61.13,228.16,B6   ,23.54,143.77
LGA ,SAT    ,283.44,1587,494.56,CO,41.73,314.4,DL   ,14.24,260.25
LGA ,SAN    ,314.66,2446,1150.1,CO,30.79,362.41,HP   ,15.37,243.25
LGA ,SFO    ,365.93,2586,3470.76,UA,41.22,386.7,CO   ,21.72,315.61
LGA ,SJC    ,229.42,2569,635.54,AA,42.26,225.76,AA   ,42.26,225.76
LGA ,SNA    ,308.08,2454,590.54,CO,51.97,333.12,UA   ,12.58,273.63
LGA ,SRQ    ,165.91,1047,296.95,CO,60.21,170.56,DL   ,25.62,164.18
LGA ,SAV    ,143.89,722,440.32,DL,53.64,145.82,US   ,13.52,127.08
LGA ,SEA    ,234.0,2421,1592.06,CO,27.85,291.94,B6   ,12.84,158.45
LGA ,SYR    ,97.8,209,337.28,B6,78.4,78.85,B6   ,78.4,78.85
LGA ,TPA    ,136.75,1019,3427.28,B6,29.22,122.23,B6   ,29.22,122.23
LGA ,TUS    ,249.15,2136,255.21,AA,36.58,252.97,DL   ,15.97,213.46
LGA ,IAD    ,119.1,229,4350.54,DL,47.85,107.88,DL   ,47.85,107.88
LGA ,PBI    ,149.09,1035,3802.39,DL,31.22,144.94,B6   ,25.45,140.14
ORF ,MCO    ,97.32,655,386.41,WN,76.06,89.23,WN   ,76.06,89.23
ORF ,SAN    ,203.36,2330,256.63,DL,51.37,199.48,DL   ,51.37,199.48
ORF ,TPA    ,110.43,717,205.43,DL,48.25,101.45,DL   ,48.25,101.45
OAK ,ONT    ,72.38,361,1976.73,WN,99.1,72.26,WN   ,99.1,72.26
OAK ,MCO    ,192.92,2437,221.41,UA,25.42,210.0,CO   ,10.8,158.12
OAK ,PHX    ,110.45,646,1313.69,WN,65.86,111.75,HP   ,33.13,107.52
OAK ,PDX    ,93.4,543,1177.17,WN,54.31,95.04,AS   ,45.18,91.02
OAK ,RNO    ,69.99,180,378.04,WN,100.0,69.99,WN   ,100.0,69.99
OAK ,SLC    ,106.26,588,616.95,WN,97.63,105.64,WN   ,97.63,105.64
OAK ,SAN    ,85.38,446,2663.36,WN,98.22,85.2,WN   ,98.22,85.2
OAK ,SNA    ,79.49,371,2249.78,WN,60.91,84.84,AS   ,37.6,70.57
OAK ,SEA    ,100.92,671,1762.06,AS,56.25,98.95,AS   ,56.25,98.95
OAK ,GEG    ,108.46,723,249.56,WN,83.84,105.71,WN   ,83.84,105.71
OAK ,TUS    ,141.18,747,194.45,WN,73.28,140.34,WN   ,73.28,140.34
OAK ,IAD    ,176.66,2432,986.63,B6,49.74,155.44,B6   ,49.74,155.44
OKC ,PHX    ,160.47,833,235.54,WN,79.78,163.86,AA   ,7.42,138.98
OKC ,STL    ,81.09,462,246.41,WN,52.93,72.1,WN   ,52.93,72.1
OMA ,MCO    ,127.43,1210,310.43,AA,23.52,125.59,CO   ,12.14,93.88
OMA ,PHX    ,138.51,1037,519.56,HP,55.69,138.45,HP   ,55.69,138.45
OMA ,STL    ,71.27,342,355.76,WN,52.97,60.55,WN   ,52.97,60.55
OMA ,IAD    ,181.6,1012,241.95,YX,62.84,184.74,YX   ,62.84,184.74
ONT ,MCO    ,178.21,2171,189.45,DL,27.25,191.09,AA   ,16.35,171.54
ONT ,PHX    ,71.56,325,1104.78,WN,81.65,70.42,WN   ,81.65,70.42
ONT ,PDX    ,131.54,838,533.58,AS,70.4,127.03,AS   ,70.4,127.03
ONT ,RNO    ,102.47,394,237.28,WN,95.41,103.04,UA   ,1.96,73.88
ONT ,SMF    ,78.58,389,1798.58,WN,98.9,78.45,WN   ,98.9,78.45
ONT ,SLC    ,107.83,558,356.19,DL,69.57,105.1,DL   ,69.57,105.1
ONT ,SJC    ,78.07,333,987.71,WN,99.22,78.03,WN   ,99.22,78.03
ONT ,SEA    ,141.52,956,699.56,AS,75.15,139.96,AS   ,75.15,139.96
MCO ,PHL    ,125.32,861,1990.21,US,65.64,124.13,US   ,65.64,124.13
MCO ,PHX    ,165.91,1848,525.54,HP,35.94,171.18,AA   ,11.49,150.26
MCO ,PIT    ,131.15,834,754.34,US,78.53,128.19,US   ,78.53,128.19
MCO ,PDX    ,167.56,2534,306.95,DL,31.69,169.86,WN   ,15.4,149.38
MCO ,PVD    ,130.72,1073,1090.21,WN,56.64,131.11,DL   ,33.52,129.36
MCO ,RDU    ,114.84,534,544.02,DL,55.74,116.94,WN   ,25.51,101.24
MCO ,ROC    ,124.28,1033,327.06,FL,48.85,119.28,FL   ,48.85,119.28
MCO ,SMF    ,175.09,2407,242.28,DL,22.16,174.25,AA   ,18.93,157.35
MCO ,STL    ,146.36,880,691.73,AA,51.47,155.83,WN   ,39.28,132.15
MCO ,SLC    ,196.96,1929,355.0,DL,61.23,216.1,WN   ,11.26,159.55
MCO ,SAT    ,157.55,1040,265.54,WN,53.78,146.02,WN   ,53.78,146.02
MCO ,SAN    ,167.79,2148,394.34,DL,33.59,162.83,WN   ,15.82,154.59
MCO ,SFO    ,273.14,2445,326.84,UA,48.05,304.62,DL   ,12.83,265.08
MCO ,SJC    ,182.72,2419,333.58,AA,35.15,177.94,AA   ,35.15,177.94
MCO ,SEA    ,170.12,2553,528.26,DL,27.2,171.3,AA   ,21.17,152.32
MCO ,SYR    ,128.93,1053,296.08,US,35.53,128.83,DL   ,28.37,121.62
MCO ,IAD    ,146.05,759,1510.1,DL,40.92,130.48,DL   ,40.92,130.48
PHL ,PHX    ,208.72,2075,644.56,US,42.2,196.7,US   ,42.2,196.7
PHL ,PIT    ,175.38,267,645.54,US,99.69,175.25,US   ,99.69,175.25
PHL ,RDU    ,168.59,336,516.84,US,69.37,163.62,US   ,69.37,163.62
PHL ,STL    ,255.28,813,311.3,AA,80.62,260.05,DL   ,1.71,151.44
PHL ,SAT    ,236.84,1495,183.69,AA,46.62,228.22,AA   ,46.62,228.22
PHL ,SAN    ,264.85,2369,408.04,US,44.69,296.98,AA   ,14.65,222.41
PHL ,SFO    ,267.3,2521,1049.45,US,46.26,257.23,US   ,46.26,257.23
PHL ,SNA    ,274.28,2380,181.73,AA,25.05,271.78,HP   ,20.03,251.02
PHL ,SEA    ,257.75,2378,403.47,US,49.4,265.46,US   ,49.4,265.46
PHL ,TPA    ,132.61,928,1121.84,US,71.62,129.96,US   ,71.62,129.96
PHL ,PBI    ,141.69,951,555.1,US,86.21,138.56,US   ,86.21,138.56
PHX ,PIT    ,209.69,1813,255.97,US,54.6,214.54,HP   ,22.63,211.3
PHX ,PDX    ,131.84,1009,1128.04,AS,42.26,123.69,AS   ,42.26,123.69
PHX ,PVD    ,162.36,2277,285.1,WN,73.54,156.62,CO   ,2.93,156.16
PHX ,RDU    ,157.68,1891,359.13,HP,33.32,167.23,AA   ,13.68,144.11
PHX ,RNO    ,106.71,601,451.84,WN,49.65,105.29,WN   ,49.65,105.29
PHX ,SMF    ,109.06,647,959.78,WN,60.5,110.14,HP   ,37.39,106.89
PHX ,STL    ,154.09,1262,687.17,WN,46.01,147.61,WN   ,46.01,147.61
PHX ,SLC    ,105.99,507,1093.15,WN,60.81,105.37,WN   ,60.81,105.37
PHX ,SAT    ,138.82,843,367.17,WN,52.98,141.61,WN   ,52.98,141.61
PHX ,SAN    ,69.74,304,1675.1,WN,75.98,68.86,WN   ,75.98,68.86
PHX ,SFO    ,123.64,651,868.26,HP,49.07,126.12,UA   ,47.49,120.29
