,st_name,year,c_beer,beer_tax,btax_dollars,population,salestax
1503,UT,1977,19570,4.3972244,0.225,1320,4.75
1504,UT,1978,19957,4.086991,0.225,1368,4.75
1505,UT,1979,20804,3.6704104,0.225,1420,4.75
1506,UT,1980,21882,3.233881,0.225,1473,4.75
1507,UT,1981,23737,3.413549,0.262,1515,4.75
1508,UT,1982,24187,3.6695485,0.299,1558,4.75
1509,UT,1983,21783,6.5244565,0.5487,1595,4.75
1510,UT,1984,22149,9.1006775,0.7984,1622,5.625
1511,UT,1985,22656,8.787736,0.7984,1643,5.625
1512,UT,1986,22792,8.627376,0.7984,1663,5.625
1513,UT,1987,21850,8.323595,0.7984,1678,5.09375
1514,UT,1988,21584,7.9929023,0.7984,1689,5.09375
1515,UT,1989,21680,7.625487,0.7984,1706,5.09375
1516,UT,1990,21859,7.2345862,0.7984,1731,5.09375
1517,UT,1991,22692,6.94244,0.7984,1780,5.0
1518,UT,1992,23502,6.7395606,0.7984,1837,5.0
1519,UT,1993,24018,6.54367,0.7984,1898,5.0
1520,UT,1994,24558,6.3802996,0.7984,1960,5.0
1521,UT,1995,24151,6.2044644,0.7984,2014,4.875
1522,UT,1996,26452,6.0265164,0.7984,2068,4.875
1523,UT,1997,26707,5.8913417,0.7984,2120,4.875
1524,UT,1998,26418,5.8009834,0.7984,2166,4.75
1525,UT,1999,29072,5.6756325,0.7984,2203,4.75
1526,UT,2000,28797,5.491059,0.7984,2243,4.75
1527,UT,2001,28980,5.3391323,0.7984,2280,4.75
1528,UT,2002,29925,5.2560334,0.7984,2319,4.75
1529,UT,2003,30150,5.138915,0.7984,2351,4.75
1530,VT,1970,9906,17.169575,0.5625,446,3.0
1531,VT,1971,11083,16.448877,0.5625,454,3.0
1532,VT,1972,11549,15.937309,0.5625,463,3.0
1533,VT,1973,11142,15.004042,0.5625,468,3.0
1534,VT,1974,10830,13.512769,0.5625,473,3.0
1535,VT,1975,11308,12.382519,0.5625,480,3.0
1536,VT,1976,11605,11.707899,0.5625,485,3.0
1537,VT,1977,11798,10.993061,0.5625,492,3.0
1538,VT,1978,12957,10.217478,0.5625,498,3.0
1539,VT,1979,13502,9.176026,0.5625,505,3.0
1540,VT,1980,12864,8.0847025,0.5625,513,3.0
1541,VT,1981,13518,7.5488944,0.5794,516,3.0
1542,VT,1982,13552,7.3182335,0.5963,519,3.0
1543,VT,1983,14193,7.090457,0.5963,523,4.0
1544,VT,1984,13943,6.7970114,0.5963,527,4.0
1545,VT,1985,14217,6.5632854,0.5963,530,4.0
1546,VT,1986,14943,6.4435177,0.5963,534,4.0
1547,VT,1987,15229,6.216633,0.5963,540,4.0
1548,VT,1988,15048,5.969649,0.5963,550,4.0
1549,VT,1989,14720,5.6952376,0.5963,558,4.0
1550,VT,1990,14686,5.4032865,0.5963,565,4.0
1551,VT,1991,14189,5.1850915,0.5963,569,4.0
1552,VT,1992,13650,5.0335674,0.5963,573,5.0
1553,VT,1993,13674,4.887263,0.5963,578,5.0
1554,VT,1994,13818,4.7652464,0.5963,584,5.0
1555,VT,1995,13327,4.6339207,0.5963,589,5.0
1556,VT,1996,13708,4.5010166,0.5963,594,5.0
1557,VT,1997,13238,4.400059,0.5963,597,5.0
1558,VT,1998,13515,4.3325734,0.5963,600,5.0
1559,VT,1999,13496,4.2389526,0.5963,605,5.0
1560,VT,2000,13656,4.1011004,0.5963,610,5.0
1561,VT,2001,14490,3.9876313,0.5963,613,5.0
1562,VT,2002,15075,3.9255672,0.5963,616,5.0
1563,VT,2003,15188,3.8380952,0.5963,619,5.0
1564,VA,1970,84553,14.65137,0.48,4660,3.0
1565,VA,1971,81473,14.036375,0.48,4751,3.0
1566,VA,1972,77534,13.599837,0.48,4824,4.0
1567,VA,1973,84386,12.803449,0.48,4901,4.0
1568,VA,1974,91820,11.530896,0.48,4971,4.0
1569,VA,1975,96931,10.566416,0.48,5047,4.0
1570,VA,1976,98331,11.489352,0.552,5122,4.0
1571,VA,1977,105831,12.312228,0.63,5193,4.0
1572,VA,1978,110713,11.552561,0.636,5270,4.0
1573,VA,1979,113745,10.375027,0.636,5308,4.0
1574,VA,1980,116676,9.141104,0.636,5368,4.0
1575,VA,1981,119133,8.2863245,0.636,5444,4.0
1576,VA,1982,142535,7.805461,0.636,5493,4.0
1577,VA,1983,146351,7.5625196,0.636,5565,4.0
1578,VA,1984,148151,7.2495375,0.636,5644,4.0
1579,VA,1985,149715,7.0002503,0.636,5715,4.0
1580,VA,1986,159091,6.872509,0.636,5812,4.0
1581,VA,1987,148506,6.630519,0.636,5932,4.0
1582,VA,1988,142399,6.367091,0.636,6037,4.5
1583,VA,1989,134680,6.074411,0.636,6120,4.5
1584,VA,1990,139422,5.763022,0.636,6212,4.5
1585,VA,1991,135339,5.5303006,0.636,6297,4.5
1586,VA,1992,143707,5.368688,0.636,6410,4.5
1587,VA,1993,143868,5.212643,0.636,6505,4.5
1588,VA,1994,141893,5.082503,0.636,6589,4.5
1589,VA,1995,137229,4.9424343,0.636,6666,4.5
1590,VA,1996,137097,4.8006816,0.636,6746,4.5
1591,VA,1997,138220,4.6930027,0.636,6825,4.5
1592,VA,1998,145634,4.621024,0.636,6897,4.5
1593,VA,1999,147953,4.52117,0.636,6996,4.5
1594,VA,2000,148362,4.3741403,0.636,7105,4.5
1595,VA,2001,149086,4.2531166,0.636,7193,4.5
1596,VA,2002,151121,4.18692,0.636,7288,4.5
1597,VA,2003,151706,4.0936246,0.636,7386,4.5
1598,WA,1970,66838,3.3240297,0.1089,3417,4.5
1599,WA,1971,70009,3.1845028,0.1089,3448,4.5
1600,WA,1972,70895,3.0854633,0.1089,3448,5.0
1601,WA,1973,75385,2.9047825,0.1089,3479,5.0
1602,WA,1974,79661,2.6160722,0.1089,3550,5.0
1603,WA,1975,82225,2.3972557,0.1089,3621,5.0
1604,WA,1976,85126,2.2666495,0.1089,3694,5.0
1605,WA,1977,87647,2.1282568,0.1089,3776,5.1
1606,WA,1978,92335,1.9781038,0.1089,3889,5.1
1607,WA,1979,97714,1.7764788,0.1089,4018,4.6
1608,WA,1980,110426,1.5651985,0.1089,4155,4.5
1609,WA,1981,102845,1.9386873,0.1488,4236,4.5
1610,WA,1982,99530,2.3833656,0.1942,4277,4.5
1611,WA,1983,97601,2.4007435,0.2019,4300,5.4
1612,WA,1984,94794,2.3013864,0.2019,4344,6.5
1613,WA,1985,94676,2.2222493,0.2019,4400,6.5
1614,WA,1986,97451,2.1816976,0.2019,4453,6.5
1615,WA,1987,99376,2.104877,0.2019,4532,6.5
1616,WA,1988,100933,2.0212512,0.2019,4640,6.5
1617,WA,1989,104217,2.7373052,0.2866,4746,6.5
1618,WA,1990,109067,3.1451964,0.3471,4903,6.5
1619,WA,1991,108347,3.0181875,0.3471,5026,6.5
1620,WA,1992,113618,2.9299867,0.3471,5161,6.5
1621,WA,1993,110142,3.1308641,0.382,5279,6.5
1622,WA,1994,111982,3.3307977,0.4168,5375,6.5
1623,WA,1995,110516,3.6423254,0.4687,5481,6.5
1624,WA,1996,111326,3.92886,0.5205,5570,6.5
1625,WA,1997,112384,3.840736,0.5205,5675,6.5
1626,WA,1998,114627,4.255209,0.5856522,5770,6.5
1627,WA,1999,114135,4.1632595,0.5856522,5843,6.5
1628,WA,2000,115148,4.027869,0.5856522,5911,6.5
1629,WA,2001,115425,3.916426,0.5856522,5993,6.5
1630,WA,2002,117788,3.8554702,0.5856522,6067,6.5
1631,WA,2003,116550,3.76956,0.5856522,6131,6.5
1632,WV,1970,25117,12.185056,0.3992,1747,3.0
1633,WV,1971,26169,11.673585,0.3992,1771,3.0
1634,WV,1972,26475,11.310532,0.3992,1798,3.0
1635,WV,1973,27569,10.648202,0.3992,1806,3.0
1636,WV,1974,27964,9.589862,0.3992,1815,3.0
1637,WV,1975,28779,8.787736,0.3992,1842,3.0
1638,WV,1976,29586,8.308966,0.3992,1880,3.0
1639,WV,1977,31370,7.8016534,0.3992,1908,3.0
1640,WV,1978,31186,7.2512302,0.3992,1923,3.0
1641,WV,1979,31594,6.5121236,0.3992,1942,3.0
1642,WV,1980,34077,5.7376237,0.3992,1953,3.0
1643,WV,1981,35956,5.201102,0.3992,1954,3.0
1644,WV,1982,37789,4.8992767,0.3992,1950,5.0
1645,WV,1983,38953,4.746789,0.3992,1945,5.0
1646,WV,1984,38369,4.5503387,0.3992,1928,5.0
1647,WV,1985,38080,4.393868,0.3992,1907,5.0
1648,WV,1986,37493,4.313688,0.3992,1882,5.0
1649,WV,1987,37683,4.1617975,0.3992,1858,5.0
1650,WV,1988,37655,3.9964511,0.3992,1830,5.0
1651,WV,1989,37567,3.8127434,0.3992,1807,6.0
1652,WV,1990,38857,3.6172931,0.3992,1793,6.0
1653,WV,1991,38533,3.47122,0.3992,1799,6.0
1654,WV,1992,38142,3.3697803,0.3992,1806,6.0
1655,WV,1993,39334,3.271835,0.3992,1818,6.0
1656,WV,1994,39026,3.1901498,0.3992,1820,6.0
1657,WV,1995,38165,3.1022322,0.3992,1824,6.0
1658,WV,1996,38272,3.0132582,0.3992,1823,6.0
1659,WV,1997,38145,2.9456708,0.3992,1819,6.0
1660,WV,1998,39246,2.9004917,0.3992,1816,6.0
1661,WV,1999,39547,2.8378162,0.3992,1812,6.0
1662,WV,2000,39513,2.7455294,0.3992,1807,6.0
1663,WV,2001,40950,2.6695662,0.3992,1802,6.0
1664,WV,2002,42075,2.6280167,0.3992,1805,6.0
1665,WV,2003,41400,2.5694575,0.3992,1810,6.0
1666,WI,1970,121486,4.4320393,0.1452,4426,4.0
1667,WI,1971,126195,4.2460036,0.1452,4462,4.0
1668,WI,1972,128725,4.1139507,0.1452,4502,4.0
1669,WI,1973,133792,3.8730433,0.1452,4524,4.0
1670,WI,1974,136807,3.488096,0.1452,4546,4.0
1671,WI,1975,146350,3.1963408,0.1452,4579,4.0
1672,WI,1976,142811,3.0221992,0.1452,4596,4.0
1673,WI,1977,144184,2.8376756,0.1452,4627,4.0
1674,WI,1978,147353,2.6374717,0.1452,4646,4.0
1675,WI,1979,156766,2.3686383,0.1452,4683,4.0
1676,WI,1980,161235,2.0869312,0.1452,4714,4.0
1677,WI,1981,162599,1.8917836,0.1452,4726,4.0
1678,WI,1982,161932,1.7820015,0.1452,4729,4.0
1679,WI,1983,161669,1.7265376,0.1452,4721,5.0
1680,WI,1984,156884,1.6550831,0.1452,4736,5.0
1681,WI,1985,153493,1.5981704,0.1452,4748,5.0
1682,WI,1986,157933,1.5690068,0.1452,4756,5.0
1683,WI,1987,151475,1.51376,0.1452,4778,5.0
1684,WI,1988,149647,1.453619,0.1452,4822,5.0
1685,WI,1989,146865,1.3867995,0.1452,4857,5.0
1686,WI,1990,149312,1.3157089,0.1452,4905,5.0
1687,WI,1991,143893,1.262578,0.1452,4964,5.0
1688,WI,1992,140588,1.2256817,0.1452,5025,5.0
1689,WI,1993,142569,1.1900562,0.1452,5085,5.0
1690,WI,1994,143947,1.1603451,0.1452,5134,5.0
1691,WI,1995,143193,1.1283671,0.1452,5185,5.0
1692,WI,1996,142468,1.0960047,0.1452,5230,5.0
1693,WI,1997,147860,1.0714214,0.1452,5266,5.0
1694,WI,1998,152275,1.0549885,0.1452,5298,5.0
1695,WI,1999,146162,1.0321916,0.1452,5333,5.0
1696,WI,2000,147700,0.9986245,0.1452,5374,5.0
1697,WI,2001,149332,0.97099453,0.1452,5405,5.0
1698,WI,2002,153076,0.95588183,0.1452,5440,5.0
1699,WI,2003,151000,0.9345823,0.1452,5472,5.0
1702,WY,1972,7950,1.2749848,0.045,347,3.0
1703,WY,1973,9013,1.2003235,0.045,354,3.0
1704,WY,1974,10314,1.0810215,0.045,366,3.0
1705,WY,1975,11630,0.99060154,0.045,382,3.0
1706,WY,1976,12079,0.936632,0.045,397,3.0
1707,WY,1977,12373,0.87944496,0.045,413,3.0
1708,WY,1978,13192,0.81739825,0.045,433,3.0
1709,WY,1979,14246,0.7340821,0.045,454,3.0
1710,WY,1980,14712,0.64677626,0.045,475,3.0
1711,WY,1981,15730,0.5862966,0.045,492,3.0
1712,WY,1982,15054,0.5522732,0.045,506,3.0
1713,WY,1983,14205,0.53508395,0.045,510,3.0
1714,WY,1984,13443,0.512939,0.045,505,3.0
1715,WY,1985,13221,0.49530077,0.045,500,3.0
1716,WY,1986,12437,0.48626244,0.045,496,3.0
1717,WY,1987,12020,0.4691405,0.045,477,3.0
1718,WY,1988,11322,0.45050177,0.045,465,3.0
1719,WY,1989,10936,0.42979324,0.045,458,3.0
1720,WY,1990,11364,0.407761,0.045,454,3.0
1721,WY,1991,11363,0.39129487,0.045,459,3.0
1722,WY,1992,11533,0.37986,0.045,466,3.0
1723,WY,1993,11401,0.3688191,0.045,473,3.0
1724,WY,1994,11888,0.3596111,0.045,480,3.0
1725,WY,1995,11253,0.34970057,0.045,485,3.0
1726,WY,1996,11382,0.3396709,0.045,488,4.0
1727,WY,1997,11800,0.3320521,0.045,489,4.0
1728,WY,1998,12063,0.32695925,0.045,491,4.0
1729,WY,1999,12423,0.31989413,0.045,492,4.0
1730,WY,2000,12595,0.30949107,0.045,494,4.0
1731,WY,2001,12808,0.3009281,0.045,494,4.0
1732,WY,2002,13191,0.29624438,0.045,499,4.0
1733,WY,2003,15535,0.2896433,0.045,501,4.0
