male,AFQT,real_earnings_1999,weeks_worked_1999,log_earn_1999,college,mother_college,father_college
0,26.931998999999998,30103.77,52.0,10.31240569206338,0,0,0
0,61.699001,22250.611,52.0,10.010124747891506,0,0,0
0,53.188,23559.472999999998,50.0,10.067283269094293,0,0,0
1,70.593002,130885.95,52.0,11.782081612294673,0,0,0
1,23.700001,41883.504,52.0,10.642647329106309,0,0,0
1,18.385,30103.77,33.0,10.31240569206338,0,0,0
0,24.295,24868.332000000002,52.0,10.121350465790702,0,0,0
0,20.545,28794.91,39.0,10.26795391439326,0,0,0
0,23.030001000000002,45810.085999999996,52.0,10.732259564198388,0,0,0
0,34.895,3926.5786,13.0,8.275523740442157,0,0,0
0,82.988998,28794.91,52.0,10.26795391439326,0,0,0
1,49.405998,52354.383,52.0,10.865790937722313,0,0,0
1,63.183997999999995,64788.547,52.0,11.078884122892175,1,0,1
1,56.923,32721.487999999998,52.0,10.395787266455262,0,0,0
1,92.442001,42269.617,52.0,10.651823832720165,1,0,1
1,39.914001,54972.102,52.0,10.914581099163088,0,0,0
0,16.597,69369.555,52.0,11.147203361482024,0,0,0
1,36.775002,39265.785,52.0,10.578108807968738,0,0,0
0,64.932999,43619.055,52.0,10.683249375146804,0,0,0
0,88.79699699999999,40574.645,52.0,10.610898643114696,1,0,0
0,44.224998,52354.383,52.0,10.865790937722313,0,0,0
1,46.278,56280.960999999996,52.0,10.938111586420142,1,0,1
0,47.958,98164.469,52.0,11.4943996060583,1,0,1
0,51.155998,74604.992,40.0,11.219962700843098,0,1,1
1,63.275002,81149.289,52.0,11.304045811351674,1,1,1
0,92.195,64134.117,52.0,11.068731747805698,1,0,1
1,86.255997,58898.68,52.0,10.983573958522676,1,0,1
0,56.049,56280.960999999996,52.0,10.938111586420142,0,0,0
0,68.306999,39265.785,52.0,10.578108807968738,1,0,0
0,77.208,53008.812999999995,52.0,10.878213461729638,1,0,0
0,78.738998,19632.893,52.0,9.884961652876257,0,1,0
1,45.669998,49736.664000000004,52.0,10.814497646350647,0,0,0
0,2.4089999,26177.191000000003,52.0,10.17264373806177,0,0,0
0,9.3929996,2617.719,52.0,7.870058606866528,0,0,0
0,6.1240001,19632.893,52.0,9.884961652876257,0,0,0
0,8.956000300000001,15706.313999999998,52.0,9.661818076094583,0,0,0
0,5.171,26177.191000000003,52.0,10.17264373806177,0,0,0
1,16.200001,62825.258,52.0,11.048112469048805,0,0,0
0,16.198999,45810.085999999996,52.0,10.732259564198388,0,0,0
1,7.8779997999999996,68060.695,52.0,11.128155159580778,0,0,0
0,10.575,2617.719,12.0,7.870058606866528,0,0,0
1,42.749001,31412.629,52.0,10.35496528848886,0,0,0
1,5.007,3926.5786,28.0,8.275523740442157,0,0,0
0,21.855,6544.2979,0.0,8.786349399862598,0,0,0
0,18.606001000000003,981.64465,15.0,6.889229379322266,0,0,0
0,58.779999,54972.102,49.0,10.914581099163088,0,0,0
1,3.0209999,39265.785,52.0,10.578108807968738,0,0,0
0,49.500999,24868.332000000002,52.0,10.121350465790702,0,0,0
1,96.662003,75913.852,52.0,11.237354450025828,1,0,0
0,77.514,45810.085999999996,52.0,10.732259564198388,0,0,0
0,37.632,15051.885,44.0,9.619258511503435,0,0,0
0,95.913002,39265.785,52.0,10.578108807968738,0,0,0
0,72.013,52354.383,52.0,10.865790937722313,1,0,0
0,78.609001,36648.066,47.0,10.509115936481786,1,0,1
0,46.779999,19632.893,51.0,9.884961652876257,0,0,0
0,93.861,61516.398,10.0,11.027059052400384,1,1,1
1,95.94899699999999,91620.17199999999,52.0,11.425406744758334,1,1,1
0,39.889,22250.611,34.0,10.010124747891506,0,0,0
0,30.73,71987.273,52.0,11.184244618484726,1,0,1
0,57.467999,39265.785,52.0,10.578108807968738,0,0,0
0,96.456001,154445.42,52.0,11.947596044297468,1,1,0
1,71.561996,119106.22,52.0,11.687770979000703,1,1,1
0,86.817001,62825.258,52.0,11.048112469048805,1,1,1
1,80.788002,102091.05,52.0,11.53362034115278,1,1,1
1,38.541,23559.472999999998,52.0,10.067283269094293,0,0,0
1,6.098,71987.273,52.0,11.184244618484726,0,0,0
1,11.194,28794.91,52.0,10.26795391439326,0,0,0
0,31.605,37956.926,52.0,10.544207269465883,0,0,0
0,29.285,2617.719,52.0,7.870058606866528,0,0,0
0,49.801998,26177.191000000003,52.0,10.17264373806177,0,0,0
1,61.327999,65442.977,52.0,11.088934462295686,0,0,0
0,4.263,17015.174,50.0,9.741860813153655,0,0,0
0,41.743,45810.085999999996,52.0,10.732259564198388,0,0,0
1,61.993,44239.453,52.0,10.697372271743646,0,0,0
0,63.353001,39265.785,52.0,10.578108807968738,0,0,0
1,39.111,130885.95,52.0,11.782081612294673,1,0,0
0,65.30100300000001,71987.273,52.0,11.184244618484726,0,1,1
1,28.790001,48427.805,52.0,10.78782941122334,0,0,0
1,65.774002,23559.472999999998,52.0,10.067283269094293,0,0,0
0,86.148003,27486.051,52.0,10.221433918603143,1,0,0
1,69.686996,44501.223,52.0,10.703271950922744,1,0,0
1,67.103996,61516.398,52.0,11.027059052400384,0,0,0
1,97.754997,107793.74,52.0,11.587974865269949,1,1,0
1,71.850998,34030.348,52.0,10.4350079937136,0,1,0
0,53.448002,30103.77,52.0,10.31240569206338,0,0,0
1,29.171,259311.25,50.0,12.465784356624946,0,0,0
1,69.564003,58898.68,52.0,10.983573958522676,0,0,0
0,74.637001,120415.08,52.0,11.69870005318327,0,0,0
1,78.315002,23428.586,49.0,10.061712179702049,0,1,0
0,98.84899899999999,259311.25,52.0,12.465784356624946,1,1,0
1,78.245003,78531.57,52.0,11.271255988528683,0,0,0
0,45.976002,28598.58,52.0,10.261112345225675,0,0,0
1,51.181999,56280.960999999996,52.0,10.938111586420142,0,0,0
1,9.9700003,13088.596000000001,48.0,9.47949659570302,0,0,0
1,29.414,37956.926,52.0,10.544207269465883,0,0,0
1,12.890999999999998,7853.1572,52.0,8.968670921002103,0,0,0
0,7.025000099999999,10470.876,52.0,9.25635296798642,0,0,0
0,7.5,15706.313999999998,21.0,9.661818076094583,0,0,0
0,43.07,26177.191000000003,52.0,10.17264373806177,0,0,0
1,3.283,259311.25,49.0,12.465784356624946,0,0,0
0,23.533001000000002,19632.893,52.0,9.884961652876257,0,1,1
1,42.207001,49736.664000000004,52.0,10.814497646350647,0,0,0
1,71.637001,49736.664000000004,52.0,10.814497646350647,1,0,1
0,49.736999999999995,98164.469,52.0,11.4943996060583,1,0,0
0,58.736999999999995,45155.652,52.0,10.717870733734681,0,0,0
1,93.922997,65442.977,52.0,11.088934462295686,1,1,0
0,55.493999,56280.960999999996,52.0,10.938111586420142,0,0,0
1,71.018997,55626.530999999995,52.0,10.92641554268528,0,0,0
1,20.582001,49867.547,52.0,10.817125709441894,0,0,0
1,59.534,36648.066,52.0,10.509115936481786,0,0,0
1,73.886002,75913.852,52.0,11.237354450025828,0,0,0
1,47.888000000000005,15706.313999999998,52.0,9.661818076094583,0,0,0
0,45.054001,17538.718999999997,52.0,9.772166230191855,0,0,0
1,65.800003,70678.414,52.0,11.16589548701945,0,0,0
1,57.650002,76830.055,52.0,11.249351183727622,0,0,0
0,15.697000000000001,57589.82,52.0,10.961101094953204,0,0,0
1,30.723000000000003,18324.033,43.0,9.815968755921842,0,0,0
1,17.534000000000002,45810.085999999996,52.0,10.732259564198388,0,0,0
0,75.648003,26177.191000000003,8.0,10.17264373806177,0,0,0
1,4.6220002000000004,11779.736,24.0,9.374136046088577,0,0,0
0,83.186996,17015.174,52.0,9.741860813153655,0,0,0
1,26.892,4319.2363,19.0,8.370833883202897,0,0,0
0,55.438,24868.332000000002,52.0,10.121350465790702,0,0,0
1,9.333000199999999,3926.5786,46.0,8.275523740442157,0,0,0
0,5.5430002,6840.1001,11.0,8.830557645012437,0,0,0
0,19.348,45810.085999999996,52.0,10.732259564198388,0,0,0
0,52.806000000000004,40574.645,52.0,10.610898643114696,0,0,0
0,41.414001,9423.7891,42.0,9.150992526608695,0,0,0
1,14.248,47118.945,52.0,10.760430428431354,0,1,0
1,87.508003,58898.68,52.0,10.983573958522676,0,0,0
1,23.087999,43192.363,52.0,10.673418976196942,0,0,0
0,34.796001000000004,34351.02,52.0,10.444386991532772,0,0,0
1,24.569000000000003,63920.773,52.0,11.065399673608585,0,0,0
1,40.134997999999996,22905.042999999998,48.0,10.039112383638443,0,0,0
0,76.175003,17015.174,52.0,9.741860813153655,0,0,0
0,32.945999,7198.7275,48.0,8.88165955327337,0,0,0
0,2.5150001,36648.066,33.0,10.509115936481786,0,0,0
0,78.542999,16360.743999999999,52.0,9.702640085895316,0,0,1
0,62.347,31412.629,52.0,10.35496528848886,0,0,0
0,89.248001,34030.348,52.0,10.4350079937136,0,0,0
0,44.875,34030.348,52.0,10.4350079937136,0,0,1
0,79.569,150518.84,52.0,11.921843538060617,0,0,1
1,88.511002,85075.867,52.0,11.351298690325113,1,0,1
1,68.273003,44501.223,52.0,10.703271950922744,0,0,1
1,58.833,39265.785,48.0,10.578108807968738,0,0,1
0,45.630001,85075.867,0.0,11.351298690325113,1,0,0
0,55.573002,71987.273,52.0,11.184244618484726,1,0,0
0,48.144001,48427.805,52.0,10.78782941122334,0,0,0
0,39.398998,19632.893,50.0,9.884961652876257,0,0,0
1,57.518002,41883.504,52.0,10.642647329106309,0,0,0
0,41.091,26177.191000000003,52.0,10.17264373806177,0,0,0
0,37.210999,32721.487999999998,52.0,10.395787266455262,0,0,0
1,35.708,26177.191000000003,52.0,10.17264373806177,0,0,0
1,28.403999,9162.0166,52.0,9.122821586276524,0,0,0
0,27.174999,21596.182,52.0,9.980271818789237,0,0,1
1,38.338001,30103.77,52.0,10.31240569206338,0,0,0
0,62.172001,65442.977,52.0,11.088934462295686,1,0,0
0,32.803001,17276.945,52.0,9.757128232746666,0,0,0
1,94.462997,28794.91,52.0,10.26795391439326,0,0,0
1,95.559998,26177.191000000003,52.0,10.17264373806177,1,0,0
1,19.489,26177.191000000003,52.0,10.17264373806177,0,0,0
1,58.710999,130885.95,52.0,11.782081612294673,1,0,0
1,90.936996,259311.25,52.0,12.465784356624946,1,0,1
0,38.305,23559.472999999998,52.0,10.067283269094293,0,0,0
0,97.30100300000001,41883.504,52.0,10.642647329106309,0,0,0
1,74.783997,56280.960999999996,52.0,10.938111586420142,0,0,0
1,8.430000300000001,28794.91,52.0,10.26795391439326,0,0,0
1,75.66100300000001,41883.504,52.0,10.642647329106309,0,1,1
0,37.129002,15706.313999999998,52.0,9.661818076094583,0,0,0
1,69.480003,39265.785,52.0,10.578108807968738,0,0,0
0,75.989998,54972.102,52.0,10.914581099163088,0,0,0
0,25.665001,17015.174,52.0,9.741860813153655,0,0,0
0,21.622,41883.504,52.0,10.642647329106309,0,0,0
0,25.739,20941.752,52.0,9.949500148546365,0,0,0
0,16.414,18324.033,52.0,9.815968755921842,0,0,0
1,57.849998,41883.504,52.0,10.642647329106309,0,0,0
1,64.709,49736.664000000004,48.0,10.814497646350647,1,0,0
0,38.249001,20418.209,52.0,9.924182379742788,0,0,0
1,71.804001,35339.207,52.0,10.472748306459504,0,0,0
1,79.940002,75913.852,52.0,11.237354450025828,1,0,1
1,81.227997,55888.301,52.0,10.931110352803653,0,0,0
1,39.967999,8638.4727,52.0,9.063981075338964,0,0,0
0,28.235001,31055.311,52.0,10.343525119433679,0,0,0
1,88.459,81149.289,52.0,11.304045811351674,1,1,1
1,58.556000000000004,20941.752,52.0,9.949500148546365,0,0,0
1,55.130001,49736.664000000004,52.0,10.814497646350647,0,0,0
1,94.069,80302.461,52.0,11.293555547036831,0,0,1
1,84.042,75913.852,52.0,11.237354450025828,0,0,1
1,32.681999,15706.313999999998,46.0,9.661818076094583,0,0,0
0,73.710999,13088.596000000001,52.0,9.47949659570302,1,0,0
0,76.886002,10470.876,30.0,9.25635296798642,1,0,0
1,66.866997,41883.504,51.0,10.642647329106309,0,0,0
1,76.004997,39265.785,52.0,10.578108807968738,0,0,0
1,81.542999,2094.1753,17.0,7.646915103303813,0,0,0
1,89.746002,104708.77,52.0,11.558938156483453,1,0,1
0,11.934000000000001,5889.8682,52.0,8.680988899485248,0,0,0
1,50.209998999999996,6544.2979,52.0,8.786349399862598,0,0,0
0,90.557999,41229.074,52.0,10.626898966074489,0,0,0
1,58.333,71987.273,52.0,11.184244618484726,0,0,0
1,9.203000099999999,104708.77,52.0,11.558938156483453,0,0,0
0,13.091,6806.0698,52.0,8.825570110665035,0,0,0
0,28.438999,5235.438,44.0,8.563205787426474,0,0,0
1,24.83,39527.559,52.0,10.584753403814899,0,0,0
0,30.396998999999997,43192.363,52.0,10.673418976196942,0,1,0
1,35.986999999999995,15706.313999999998,52.0,9.661818076094583,0,0,0
0,3.2430000000000003,1308.8595,4.0,7.1769114263065825,0,0,0
1,29.224001,35339.207,52.0,10.472748306459504,0,0,0
1,30.17,39265.785,51.0,10.578108807968738,0,0,0
1,98.399002,57589.82,52.0,10.961101094953204,0,0,0
0,62.876999,15706.313999999998,32.0,9.661818076094583,0,0,0
0,38.630001,130885.95,52.0,11.782081612294673,1,0,0
1,75.45500200000001,86384.727,52.0,11.366566168333009,0,0,0
1,42.818001,62825.258,52.0,11.048112469048805,0,0,0
1,8.222000099999999,54972.102,52.0,10.914581099163088,0,0,0
0,92.725998,39265.785,52.0,10.578108807968738,1,0,1
1,65.344002,45810.085999999996,52.0,10.732259564198388,1,0,1
0,99.523003,45253.82,52.0,10.720042365454416,1,0,1
0,86.170998,7502.3828,27.0,8.922975955732992,1,0,1
1,40.858002,39265.785,52.0,10.578108807968738,0,0,0
0,70.610001,14397.455,36.0,9.574806733833315,0,0,0
1,93.207001,96855.609,52.0,11.480976581458638,1,0,0
0,71.890999,30103.77,52.0,10.31240569206338,0,0,0
0,30.568001000000002,15706.313999999998,52.0,9.661818076094583,0,0,0
0,97.16100300000001,1177.9736,4.0,7.071550953094531,1,0,0
0,74.666,32721.487999999998,52.0,10.395787266455262,0,0,0
0,95.59700000000001,45810.085999999996,52.0,10.732259564198388,1,0,0
1,76.750999,26177.191000000003,52.0,10.17264373806177,0,0,0
0,88.40100100000001,44501.223,52.0,10.703271950922744,1,0,0
0,75.897003,13088.596000000001,52.0,9.47949659570302,1,0,0
1,66.774002,73296.133,52.0,11.202263130685017,1,0,0
0,82.981003,31412.629,52.0,10.35496528848886,0,0,0
1,37.594002,41883.504,52.0,10.642647329106309,0,0,0
1,79.804001,20418.209,49.0,9.924182379742788,0,0,0
1,7.222000099999999,22119.727000000003,52.0,10.004225113787959,0,0,0
1,98.327003,26177.191000000003,52.0,10.17264373806177,0,0,0
0,64.667999,41425.406,52.0,10.631649643091636,0,0,0
1,42.748001,23559.472999999998,36.0,10.067283269094293,0,0,0
1,10.007,22250.611,52.0,10.010124747891506,0,0,0
0,51.366001000000004,37433.383,52.0,10.53031817886075,0,0,0
1,6.2119999,26177.191000000003,52.0,10.17264373806177,0,0,0
0,97.318001,61516.398,52.0,11.027059052400384,1,0,0
1,94.663002,126959.38,52.0,11.751622471760516,1,0,0
0,87.121002,83767.008,52.0,11.335794509666254,0,0,0
0,66.72399899999999,26177.191000000003,15.0,10.17264373806177,0,0,0
0,43.541000000000004,24606.558999999997,52.0,10.110768312398315,0,0,0
1,34.866001000000004,65442.977,52.0,11.088934462295686,0,0,0
1,19.489,11779.736,52.0,9.374136046088577,0,0,0
1,50.916000000000004,75913.852,52.0,11.237354450025828,0,0,0
1,17.816999,40574.645,52.0,10.610898643114696,0,0,0
1,73.986,259311.25,52.0,12.465784356624946,0,0,0
0,86.396004,52353.074,52.0,10.86576593472754,1,0,0
1,74.370003,74539.555,52.0,11.219085203066408,0,0,0
0,15.538,47118.945,52.0,10.760430428431354,0,0,0
0,78.781998,32721.487999999998,52.0,10.395787266455262,1,0,0
0,90.608002,39789.332,52.0,10.591354115142328,1,0,0
1,81.962997,15706.313999999998,52.0,9.661818076094583,0,0,0
1,29.620001000000002,52354.383,52.0,10.865790937722313,0,0,0
1,75.029999,39265.785,52.0,10.578108807968738,0,0,0
1,23.740999,14397.455,21.0,9.574806733833315,0,0,0
0,76.11799599999999,10470.876,38.0,9.25635296798642,0,0,0
1,56.647999,71987.273,52.0,11.184244618484726,0,0,0
1,67.777,61516.398,52.0,11.027059052400384,0,0,0
0,93.856003,31412.629,52.0,10.35496528848886,1,0,0
0,95.07800300000001,47118.945,52.0,10.760430428431354,1,1,1
0,63.939999,49082.234000000004,46.0,10.80125241531137,1,0,0
0,44.006001,24868.332000000002,52.0,10.121350465790702,0,0,0
0,58.877998,31823.611,52.0,10.367963777539911,0,0,0
1,74.681999,130885.95,52.0,11.782081612294673,1,0,0
1,69.11799599999999,65573.859,52.0,11.090932404659943,0,0,0
1,47.268002,45810.085999999996,52.0,10.732259564198388,0,0,0
1,99.581001,83767.008,52.0,11.335794509666254,1,0,0
1,52.493,5889.8682,18.0,8.680988899485248,0,0,0
0,32.062,20941.752,52.0,9.949500148546365,0,0,0
0,58.714001,39265.785,52.0,10.578108807968738,1,0,0
1,91.219002,77222.711,52.0,11.254448876687082,1,0,0
0,61.132999,65442.977,52.0,11.088934462295686,0,0,0
1,20.580999,10470.876,48.0,9.25635296798642,0,0,0
1,94.599998,62825.258,52.0,11.048112469048805,0,1,1
0,8.6420002,47118.945,49.0,10.760430428431354,0,0,0
0,74.778999,259311.25,52.0,12.465784356624946,1,0,0
1,47.616001000000004,36648.066,52.0,10.509115936481786,0,0,0
1,98.586998,36648.066,52.0,10.509115936481786,1,0,0
1,57.532001,15706.313999999998,52.0,9.661818076094583,0,0,0
0,44.873001,20287.322,52.0,9.917751437908818,0,0,0
0,53.647999,32721.487999999998,52.0,10.395787266455262,0,0,0
1,4.1069999,32721.487999999998,33.0,10.395787266455262,0,0,0
0,17.893,45810.085999999996,52.0,10.732259564198388,0,0,0
1,4.0139999,3926.5786,52.0,8.275523740442157,0,0,0
0,13.369000000000002,706.78418,4.0,6.560725357625722,0,0,0
1,7.369999900000001,22496.678,52.0,10.021122932847554,0,0,0
0,32.449001,5235.438,33.0,8.563205787426474,0,0,0
1,21.392,18324.033,50.0,9.815968755921842,0,0,0
1,1.722,15706.313999999998,52.0,9.661818076094583,0,0,0
0,25.561001,32721.487999999998,52.0,10.395787266455262,0,0,0
0,8.1689997,13088.596000000001,50.0,9.47949659570302,0,0,0
0,30.125999,9.162016900000001,52.0,2.2150663400382693,0,0,0
1,14.123,15706.313999999998,52.0,9.661818076094583,0,0,0
0,13.722000000000001,11779.736,41.0,9.374136046088577,0,0,0
1,3.536,14397.455,52.0,9.574806733833315,0,0,0
0,16.569000000000003,8628.002,33.0,9.062768239312451,0,0,0
1,2.6400001,39265.785,52.0,10.578108807968738,0,0,0
0,62.383998999999996,23559.472999999998,52.0,10.067283269094293,0,0,0
0,50.68,13088.596000000001,52.0,9.47949659570302,0,0,0
0,81.414001,143974.55,52.0,11.87739182682736,1,0,0
1,5.4640002,43192.363,48.0,10.673418976196942,0,0,0
0,1.949,2617.719,32.0,7.870058606866528,0,0,0
1,78.514,27486.051,52.0,10.221433918603143,0,0,0
1,87.23200200000001,60207.539000000004,52.0,11.00555285601411,0,0,0
1,34.539001,25171.986,48.0,10.133486988473143,0,0,0
1,74.477997,34030.348,52.0,10.4350079937136,0,0,0
0,38.206001,28794.91,52.0,10.26795391439326,0,0,0
0,34.223,39265.785,52.0,10.578108807968738,0,0,0
0,25.784000000000002,13612.14,52.0,9.518717320610515,0,0,0
1,57.714001,28794.91,52.0,10.26795391439326,0,0,0
0,63.262001,64134.117,52.0,11.068731747805698,1,0,0
1,50.18,26177.191000000003,52.0,10.17264373806177,0,0,0
0,7.961,14449.81,52.0,9.578436544665205,0,0,0
0,25.651999999999997,79840.43,52.0,11.287785296742385,1,0,0
1,73.186996,125650.52,52.0,11.74125968144308,1,0,0
1,56.056000000000004,130885.95,52.0,11.782081612294673,1,0,0
0,22.775999,28794.91,52.0,10.26795391439326,0,0,0
1,12.32,17669.604,51.0,9.77960115419674,0,0,0
1,13.404000000000002,28794.91,52.0,10.26795391439326,0,0,0
0,34.133998999999996,6544.2979,52.0,8.786349399862598,0,0,0
0,6.748000099999999,22250.611,52.0,10.010124747891506,0,0,0
1,31.136,129577.09,49.0,11.772031272582465,0,0,0
1,90.518997,58898.68,52.0,10.983573958522676,1,0,0
1,10.747,32721.487999999998,52.0,10.395787266455262,0,0,0
1,10.936,56280.960999999996,52.0,10.938111586420142,0,0,0
1,14.082,74578.82,52.0,11.219611831671468,0,0,0
0,17.372999,15706.313999999998,3.0,9.661818076094583,0,0,0
0,34.081001,61516.398,52.0,11.027059052400384,0,0,0
1,79.723,104708.77,52.0,11.558938156483453,1,0,1
1,92.115997,36648.066,52.0,10.509115936481786,0,0,0
0,67.904999,62825.258,49.0,11.048112469048805,0,0,0
1,59.814999,54972.102,52.0,10.914581099163088,0,0,0
0,52.886002000000005,6544.2979,52.0,8.786349399862598,0,0,0
0,19.73,51045.523,52.0,10.840473121412122,0,0,0
0,56.611999999999995,15706.313999999998,52.0,9.661818076094583,1,0,0
1,55.889998999999996,34030.348,52.0,10.4350079937136,0,0,0
1,3.8770001000000005,28140.48,52.0,10.244964388092198,0,0,0
1,18.417999,11779.736,52.0,9.374136046088577,0,0,0
0,13.939,7853.1572,17.0,8.968670921002103,0,0,0
0,62.998001,31741.152000000002,52.0,10.365369288317787,0,0,0
0,76.513,58898.68,52.0,10.983573958522676,0,0,0
0,46.570999,29678.391,52.0,10.29817448422152,0,0,0
0,82.385002,60207.539000000004,52.0,11.00555285601411,1,0,0
0,67.494003,53663.242,52.0,10.890483539597716,1,0,0
1,50.562,30103.77,52.0,10.31240569206338,0,0,0
0,66.724998,36648.066,52.0,10.509115936481786,0,0,0
0,19.216998999999998,15706.313999999998,52.0,9.661818076094583,0,0,0
0,37.729,14397.455,52.0,9.574806733833315,0,0,0
1,52.009997999999996,30103.77,52.0,10.31240569206338,0,0,0
1,13.767999999999999,6235.4067,52.0,8.737999084535364,0,0,0
0,8.0810003,41883.504,52.0,10.642647329106309,0,0,0
1,18.879998999999998,28794.91,52.0,10.26795391439326,0,0,0
1,73.53600300000001,85075.867,52.0,11.351298690325113,0,0,0
1,51.839001,30103.77,52.0,10.31240569206338,0,0,0
1,16.131001,9423.7891,0.0,9.150992526608695,0,0,0
1,16.944000000000003,23559.472999999998,52.0,10.067283269094293,0,0,0
1,46.116001000000004,78531.57,52.0,11.271255988528683,0,0,0
1,8.888999900000002,32721.487999999998,52.0,10.395787266455262,0,0,0
1,14.687000000000001,91389.81300000001,52.0,11.422889296088423,0,0,0
0,62.129002,49736.664000000004,52.0,10.814497646350647,1,0,1
1,16.598,34030.348,52.0,10.4350079937136,0,0,1
1,31.629998999999998,24868.332000000002,52.0,10.121350465790702,0,0,0
1,68.643997,78531.57,52.0,11.271255988528683,0,0,0
0,76.999001,32721.487999999998,52.0,10.395787266455262,0,0,0
0,6.881,5497.21,29.0,8.611995969786951,0,0,0
1,17.441999,52354.383,52.0,10.865790937722313,0,0,0
1,10.37,28794.91,52.0,10.26795391439326,0,0,0
0,56.208,2355.9473,52.0,7.764698176100247,0,0,0
0,37.738997999999995,5889.8682,20.0,8.680988899485248,0,0,0
1,0.71100003,65442.977,34.0,11.088934462295686,0,0,0
1,82.074997,22905.042999999998,52.0,10.039112383638443,0,0,0
0,4.0019998999999995,23559.472999999998,52.0,10.067283269094293,0,0,0
1,4.598,28794.91,29.0,10.26795391439326,0,0,0
1,9.809,22250.611,52.0,10.010124747891506,0,0,0
1,98.512001,259311.25,51.0,12.465784356624946,1,0,0
1,90.59700000000001,47773.375,52.0,10.774223754924556,0,0,0
1,18.985001,62825.258,52.0,11.048112469048805,0,0,0
0,32.049,64134.117,52.0,11.068731747805698,1,0,0
0,72.699997,40574.645,41.0,10.610898643114696,0,0,0
0,86.02600100000001,41883.504,52.0,10.642647329106309,0,0,0
1,24.308001,31412.629,52.0,10.35496528848886,0,0,0
1,86.519997,52354.383,52.0,10.865790937722313,1,0,0
0,71.79499799999999,98164.469,52.0,11.4943996060583,1,0,0
1,53.908001,27836.824,52.0,10.234115027480915,0,0,0
1,13.683,81149.289,52.0,11.304045811351674,0,0,0
0,72.321999,40574.645,52.0,10.610898643114696,0,0,0
1,28.290001,39265.785,0.0,10.578108807968738,0,0,0
0,62.368999,58898.68,52.0,10.983573958522676,0,0,0
0,36.159,43192.363,52.0,10.673418976196942,0,0,0
1,44.916000000000004,39265.785,52.0,10.578108807968738,0,0,0
1,31.514,26177.191000000003,52.0,10.17264373806177,0,0,0
1,73.761002,75913.852,52.0,11.237354450025828,0,0,0
0,95.130997,75913.852,51.0,11.237354450025828,0,0,0
0,96.898003,28794.91,52.0,10.26795391439326,0,0,0
1,87.040001,58898.68,52.0,10.983573958522676,0,1,0
0,60.087002000000005,62825.258,52.0,11.048112469048805,0,1,1
1,100.0,62170.828,52.0,11.037641165495428,1,1,1
0,98.766998,40759.195,52.0,10.61543673738697,1,1,1
0,99.445,18324.033,32.0,9.815968755921842,1,1,1
0,97.137001,68060.695,52.0,11.128155159580778,1,1,1
0,91.68,56280.960999999996,52.0,10.938111586420142,1,1,1
0,98.491997,111253.06,52.0,11.619562705268192,1,1,1
1,96.76299999999999,259311.25,52.0,12.465784356624946,1,1,1
1,33.73,39265.785,52.0,10.578108807968738,0,0,0
1,84.289001,1832.4033,0.0,7.5133836629277955,0,0,0
1,71.490997,41883.504,52.0,10.642647329106309,0,0,0
0,56.854,13088.596000000001,52.0,9.47949659570302,0,0,0
1,84.766998,32721.487999999998,52.0,10.395787266455262,0,0,0
1,84.779999,74604.992,52.0,11.219962700843098,1,0,0
1,97.983002,123032.8,52.0,11.720206265471985,1,0,0
0,32.794998,10470.876,52.0,9.25635296798642,0,0,0
1,57.773998,65442.977,52.0,11.088934462295686,0,0,0
1,56.210999,85075.867,52.0,11.351298690325113,1,0,1
1,74.670998,69369.555,44.0,11.147203361482024,0,0,1
1,56.887001,78531.57,52.0,11.271255988528683,1,0,1
0,92.25700400000001,259311.25,52.0,12.465784356624946,0,0,0
1,99.156998,66751.836,52.0,11.1087370815022,1,0,0
1,7.7179999000000015,28794.91,52.0,10.26795391439326,0,0,0
0,84.186996,71987.273,52.0,11.184244618484726,0,0,1
0,42.863997999999995,78531.57,52.0,11.271255988528683,0,0,0
1,40.672001,52354.383,39.0,10.865790937722313,0,0,0
0,67.886002,32721.487999999998,52.0,10.395787266455262,0,0,0
0,42.708,5235.438,0.0,8.563205787426474,0,0,0
0,69.302002,98164.469,52.0,11.4943996060583,1,0,0
1,99.255997,259311.25,52.0,12.465784356624946,1,1,1
0,94.587997,259311.25,52.0,12.465784356624946,1,1,1
1,81.941002,259311.25,52.0,12.465784356624946,1,1,1
1,85.579002,259311.25,52.0,12.465784356624946,1,1,1
0,62.043999,45810.085999999996,52.0,10.732259564198388,1,1,1
0,98.731003,3926.5786,52.0,8.275523740442157,1,1,1
1,83.612999,78531.57,52.0,11.271255988528683,1,1,1
1,82.82,259311.25,52.0,12.465784356624946,1,1,1
0,96.535004,5235.438,37.0,8.563205787426474,1,1,1
0,93.167999,49736.664000000004,52.0,10.814497646350647,1,0,1
0,4.1059999,32721.487999999998,52.0,10.395787266455262,0,0,0
1,9.6070004,65442.977,52.0,11.088934462295686,0,0,0
1,99.370003,117797.36,52.0,11.676721139082622,1,1,0
1,84.34899899999999,39265.785,52.0,10.578108807968738,1,0,0
0,53.238997999999995,112561.92,52.0,11.631258749212089,0,0,0
1,52.231998,85075.867,52.0,11.351298690325113,0,0,0
1,39.227001,64134.117,52.0,11.068731747805698,0,0,0
1,48.526001,52354.383,52.0,10.865790937722313,0,0,0
1,57.962002000000005,78531.57,52.0,11.271255988528683,0,0,0
