male,AFQT,real_earnings_1999,weeks_worked_1999,log_earn_1999,college,mother_college,father_college
1,96.084,259311.25,52.0,12.465784356624946,1,1,1
1,78.759003,20287.322,46.0,9.917751437908818,1,0,1
1,29.497,14397.455,18.0,9.574806733833315,1,0,1
0,7.1979999999999995,19632.893,52.0,9.884961652876257,0,0,0
1,12.463,18324.033,42.0,9.815968755921842,0,0,0
1,80.797997,40574.645,52.0,10.610898643114696,1,0,0
0,84.980003,52354.383,52.0,10.865790937722313,1,0,0
1,80.297997,117797.36,52.0,11.676721139082622,1,0,0
0,44.375,23428.586,47.0,10.061712179702049,0,0,0
1,28.438000000000002,52354.383,52.0,10.865790937722313,0,0,0
0,34.573002,26177.191000000003,52.0,10.17264373806177,0,0,0
0,59.410999,36648.066,52.0,10.509115936481786,0,0,0
0,81.787003,34815.664,51.0,10.457822679433752,0,0,0
1,87.65100100000001,92929.031,52.0,11.43959137329375,1,0,0
1,65.347,50391.094000000005,52.0,10.827569732095847,1,0,0
1,96.818001,65442.977,52.0,11.088934462295686,1,0,0
1,64.696999,75913.852,52.0,11.237354450025828,0,0,0
0,46.195,41883.504,52.0,10.642647329106309,0,0,0
1,98.34899899999999,73296.133,52.0,11.202263130685017,0,0,0
1,27.671,44501.223,52.0,10.703271950922744,1,0,0
1,97.84700000000001,78531.57,52.0,11.271255988528683,1,1,0
0,92.61799599999999,41883.504,52.0,10.642647329106309,1,1,0
1,32.106998,9423.7891,0.0,9.150992526608695,0,0,0
1,67.259003,49736.664000000004,48.0,10.814497646350647,0,0,0
0,59.846001,65442.977,52.0,11.088934462295686,0,0,0
1,92.817001,89002.445,52.0,11.396419120247044,1,0,0
0,87.282997,259311.25,52.0,12.465784356624946,1,0,1
1,79.832001,58898.68,52.0,10.983573958522676,0,1,1
0,72.877998,71987.273,52.0,11.184244618484726,1,0,0
0,85.861,42537.934,49.0,10.658151521519382,1,0,1
1,62.606998,14397.455,52.0,9.574806733833315,0,0,0
1,86.931999,35339.207,37.0,10.472748306459504,0,0,0
0,22.465999999999998,7853.1572,52.0,8.968670921002103,0,0,0
1,74.997002,45417.426,52.0,10.72365114298367,0,0,0
0,39.973,89002.445,52.0,11.396419120247044,0,0,0
1,38.129002,34030.348,51.0,10.4350079937136,0,0,0
0,93.332001,76960.938,52.0,11.251053273415001,0,0,0
1,47.002998,53663.242,51.0,10.890483539597716,0,0,0
0,85.206001,32721.487999999998,52.0,10.395787266455262,1,0,1
0,89.685997,124341.66,52.0,11.730788378224801,1,0,1
0,77.440002,52354.383,52.0,10.865790937722313,0,0,0
0,47.296001000000004,51527.184,52.0,10.849864792051033,0,0,0
1,98.252998,95546.75,52.0,11.467370935484501,1,1,1
0,22.24,37956.926,52.0,10.544207269465883,0,0,0
0,46.506001,17015.174,45.0,9.741860813153655,0,0,0
1,58.431999,69369.555,52.0,11.147203361482024,0,0,0
0,33.598,39265.785,52.0,10.578108807968738,0,0,0
1,82.207001,74604.992,52.0,11.219962700843098,1,0,0
0,47.278999,58898.68,52.0,10.983573958522676,0,0,0
1,77.068001,55626.530999999995,52.0,10.92641554268528,0,0,0
0,30.455,39265.785,52.0,10.578108807968738,0,0,0
0,49.623001,19632.893,36.0,9.884961652876257,0,0,0
1,77.154999,32721.487999999998,52.0,10.395787266455262,0,0,0
0,81.514999,120415.08,52.0,11.69870005318327,0,0,0
0,11.982999999999999,19978.432,52.0,9.90240857064447,0,0,0
1,59.285999,71987.273,49.0,11.184244618484726,0,0,0
0,73.636002,78531.57,52.0,11.271255988528683,1,1,1
1,89.269997,98164.469,52.0,11.4943996060583,1,1,1
1,45.527,102876.36,52.0,11.541283157819084,1,0,0
1,87.917,259311.25,52.0,12.465784356624946,1,0,1
1,95.116997,123032.8,52.0,11.720206265471985,1,1,1
0,17.107,24868.332000000002,52.0,10.121350465790702,0,0,0
1,64.238998,117797.36,52.0,11.676721139082622,1,1,1
1,19.225,65442.977,52.0,11.088934462295686,0,0,0
0,27.551001,26177.191000000003,52.0,10.17264373806177,0,1,0
1,73.183998,23559.472999999998,52.0,10.067283269094293,0,1,1
0,17.136,61516.398,52.0,11.027059052400384,0,0,1
1,25.802,32721.487999999998,52.0,10.395787266455262,0,0,0
1,49.080002,15706.313999999998,52.0,9.661818076094583,0,0,0
1,59.040001000000004,45810.085999999996,51.0,10.732259564198388,1,0,0
1,99.459999,19632.893,52.0,9.884961652876257,1,0,1
1,79.883003,98164.469,52.0,11.4943996060583,0,0,1
1,81.446999,259311.25,52.0,12.465784356624946,1,0,0
0,60.012001,102091.05,52.0,11.53362034115278,1,0,0
0,89.380997,108635.34,52.0,11.595752047910842,1,0,0
0,52.042,9162.0166,43.0,9.122821586276524,0,0,0
1,34.084,41883.504,52.0,10.642647329106309,0,0,0
0,36.443001,36878.426,52.0,10.515381997800972,0,0,1
1,55.779999,35339.207,52.0,10.472748306459504,0,0,0
1,31.471999999999998,43192.363,52.0,10.673418976196942,0,0,0
1,35.460999,259311.25,52.0,12.465784356624946,0,0,0
1,61.313,78531.57,52.0,11.271255988528683,0,0,0
0,71.672997,43846.793,52.0,10.688456859435933,0,0,0
0,50.483002,34030.348,52.0,10.4350079937136,0,0,0
0,30.481001000000003,64134.117,52.0,11.068731747805698,0,0,0
1,62.957001,49082.234000000004,52.0,10.80125241531137,0,0,0
0,73.82800300000001,5558.7266,52.0,8.623124332236554,0,1,0
0,81.929001,9423.7891,52.0,9.150992526608695,0,0,0
1,52.543999,71987.273,52.0,11.184244618484726,1,0,0
1,8.260999700000001,11779.736,44.0,9.374136046088577,0,1,0
0,45.311001,10470.876,25.0,9.25635296798642,0,0,0
1,34.744999,17146.061,52.0,9.749523746913464,0,0,0
0,94.820999,37956.926,52.0,10.544207269465883,0,0,0
0,56.307999,29449.34,52.0,10.29042677796273,0,0,0
1,58.214001,28794.91,52.0,10.26795391439326,0,0,0
0,76.189003,23952.129,52.0,10.083812492416449,0,0,0
1,56.348,33375.918,52.0,10.415589900942255,0,0,0
1,83.226997,58898.68,52.0,10.983573958522676,0,0,1
1,73.360001,78531.57,52.0,11.271255988528683,0,0,0
1,83.697998,259311.25,52.0,12.465784356624946,1,0,1
1,64.372002,83767.008,52.0,11.335794509666254,0,0,0
1,88.343002,15706.313999999998,52.0,9.661818076094583,0,0,1
0,48.014998999999996,25182.457000000002,52.0,10.133902880280385,0,0,0
1,32.567001,26177.191000000003,52.0,10.17264373806177,0,1,0
1,59.271999,73296.133,52.0,11.202263130685017,0,0,0
1,72.768997,112561.92,52.0,11.631258749212089,1,0,0
0,85.400002,5235.438,50.0,8.563205787426474,1,0,0
1,15.136,64788.547,52.0,11.078884122892175,0,0,0
1,44.708,102091.05,52.0,11.53362034115278,0,0,0
0,15.448,30103.77,52.0,10.31240569206338,0,0,0
0,62.146999,44501.223,52.0,10.703271950922744,1,0,0
0,22.698999,34030.348,52.0,10.4350079937136,0,0,0
0,15.312000000000001,6544.2979,52.0,8.786349399862598,0,0,0
0,28.861,16360.743999999999,52.0,9.702640085895316,0,0,0
0,11.136,13088.596000000001,52.0,9.47949659570302,0,0,0
0,92.223,11779.736,52.0,9.374136046088577,1,0,0
0,91.927002,26177.191000000003,52.0,10.17264373806177,0,0,0
1,25.280001000000002,58898.68,52.0,10.983573958522676,0,0,0
0,13.482999999999999,40574.645,52.0,10.610898643114696,0,0,0
1,12.439,26177.191000000003,52.0,10.17264373806177,0,0,0
1,27.276999999999997,38611.355,52.0,10.561301683177577,0,0,0
0,48.032001,19632.893,52.0,9.884961652876257,0,0,0
1,10.489,40836.418,52.0,10.617329560302734,0,0,0
1,27.778999,81149.289,52.0,11.304045811351674,0,0,0
1,24.684998999999998,52354.383,52.0,10.865790937722313,0,0,0
1,30.794001,43192.363,52.0,10.673418976196942,0,0,0
1,18.097,41883.504,52.0,10.642647329106309,0,0,0
1,78.738998,35339.207,52.0,10.472748306459504,1,0,1
1,19.254,34030.348,52.0,10.4350079937136,0,0,0
1,68.031998,117797.36,52.0,11.676721139082622,0,0,0
0,76.525002,54972.102,52.0,10.914581099163088,1,0,0
1,65.824997,98164.469,52.0,11.4943996060583,0,0,0
0,88.25700400000001,52354.383,44.0,10.865790937722313,1,0,1
1,33.425999,19632.893,52.0,9.884961652876257,0,0,0
0,62.745998,26177.191000000003,52.0,10.17264373806177,0,0,0
1,95.123001,83767.008,52.0,11.335794509666254,1,0,1
1,43.221001,85075.867,52.0,11.351298690325113,1,0,0
0,65.774002,8507.5869,0.0,9.048713620839496,0,0,0
1,36.154999,259311.25,52.0,12.465784356624946,0,0,0
1,35.208,259311.25,52.0,12.465784356624946,0,0,0
1,47.18,66751.836,52.0,11.1087370815022,1,0,0
1,19.021,39265.785,52.0,10.578108807968738,0,0,1
0,65.997002,6544.2979,42.0,8.786349399862598,0,0,0
1,55.480999,91620.17199999999,52.0,11.425406744758334,0,0,0
1,41.793999,68060.695,52.0,11.128155159580778,0,0,0
1,68.746002,91620.17199999999,52.0,11.425406744758334,1,0,0
1,28.374001,89002.445,52.0,11.396419120247044,1,0,0
0,37.740002000000004,75913.852,52.0,11.237354450025828,1,0,0
1,72.327003,259311.25,52.0,12.465784356624946,1,0,0
1,19.625,40574.645,52.0,10.610898643114696,0,0,0
1,87.760002,111253.06,52.0,11.619562705268192,1,0,0
0,76.624001,58898.68,52.0,10.983573958522676,1,1,1
0,72.481003,30103.77,52.0,10.31240569206338,1,1,0
0,11.770999999999999,28794.91,52.0,10.26795391439326,0,0,0
0,15.933,45810.085999999996,52.0,10.732259564198388,0,0,0
1,11.374,45810.085999999996,52.0,10.732259564198388,0,0,0
1,83.16999799999999,52354.383,29.0,10.865790937722313,0,0,0
1,10.470999999999998,11779.736,2.0,9.374136046088577,0,0,0
1,49.148998,81149.289,52.0,11.304045811351674,0,0,0
0,39.687,48427.805,52.0,10.78782941122334,0,0,0
0,63.196999,42537.934,52.0,10.658151521519382,0,0,0
0,78.240997,65442.977,52.0,11.088934462295686,0,0,0
0,23.959,24042.441000000003,52.0,10.087575922595896,0,0,0
1,93.141998,69369.555,52.0,11.147203361482024,0,0,0
1,76.76799799999999,77222.711,52.0,11.254448876687082,0,0,0
0,66.314003,57589.82,52.0,10.961101094953204,0,0,0
0,100.0,93714.344,52.0,11.44800654082194,1,0,0
0,24.833000000000002,16884.289,50.0,9.734138823552867,0,0,0
0,16.239,15706.313999999998,52.0,9.661818076094583,0,0,0
0,45.757999,39265.785,52.0,10.578108807968738,1,1,1
1,85.101997,78531.57,52.0,11.271255988528683,0,0,0
1,90.51299999999999,108635.34,52.0,11.595752047910842,1,1,1
1,68.614998,35993.637,52.0,10.491097451816126,0,0,0
1,18.169001,10470.876,52.0,9.25635296798642,0,0,0
1,64.60700200000001,35339.207,52.0,10.472748306459504,0,0,0
0,73.350998,52354.383,50.0,10.865790937722313,0,1,1
1,9.536999699999999,47118.945,52.0,10.760430428431354,0,0,0
1,55.338001,52354.383,52.0,10.865790937722313,0,0,1
0,60.766998,25915.42,52.0,10.1625934373225,0,0,0
1,100.0,85075.867,52.0,11.351298690325113,1,1,1
1,99.378998,85075.867,52.0,11.351298690325113,1,1,1
0,39.354,11779.736,15.0,9.374136046088577,0,0,0
1,27.837999,104708.77,52.0,11.558938156483453,0,0,0
0,78.081001,56280.960999999996,41.0,10.938111586420142,0,0,0
1,1.6219999999999999,32721.487999999998,52.0,10.395787266455262,0,0,0
1,65.734001,53663.242,52.0,10.890483539597716,0,0,0
1,26.121,82458.148,52.0,11.320046146634434,0,0,0
0,68.679001,20418.209,52.0,9.924182379742788,0,0,0
0,71.472,17015.174,52.0,9.741860813153655,0,0,0
0,79.949997,23559.472999999998,52.0,10.067283269094293,0,0,0
0,75.485001,60207.539000000004,52.0,11.00555285601411,1,0,0
1,10.989,39265.785,38.0,10.578108807968738,0,0,0
0,64.195,6544.2979,52.0,8.786349399862598,0,0,0
1,97.364998,44762.996,52.0,10.709137094949012,0,1,0
0,80.237999,3272.1489,42.0,8.093202204022173,1,0,1
1,93.639,15575.428999999998,38.0,9.653449887417572,1,0,1
0,25.327999,19632.893,0.0,9.884961652876257,0,0,0
1,16.163,14397.455,52.0,9.574806733833315,0,0,0
0,47.638000000000005,20715.32,50.0,9.938628802135367,0,0,0
1,27.423000000000002,39265.785,52.0,10.578108807968738,0,0,0
0,94.515999,18324.033,52.0,9.815968755921842,1,0,0
1,48.986000000000004,30103.77,40.0,10.31240569206338,1,0,0
1,78.555,62825.258,52.0,11.048112469048805,1,0,0
0,86.547997,57851.594000000005,52.0,10.965636286261232,1,0,0
0,31.254,39634.883,52.0,10.587464893330479,0,0,0
1,90.490997,82458.148,52.0,11.320046146634434,1,0,1
0,95.251999,51045.523,52.0,10.840473121412122,1,1,0
1,79.958,26177.191000000003,52.0,10.17264373806177,0,0,0
1,79.33000200000001,75913.852,52.0,11.237354450025828,0,0,0
0,85.844002,15706.313999999998,52.0,9.661818076094583,0,0,0
0,95.508003,6544.2979,52.0,8.786349399862598,1,0,1
1,90.968002,85075.867,52.0,11.351298690325113,1,0,0
1,11.35,32721.487999999998,52.0,10.395787266455262,0,0,0
0,28.506001,10470.876,48.0,9.25635296798642,0,0,0
0,40.756001,41883.504,52.0,10.642647329106309,0,0,0
0,20.136999,17015.174,52.0,9.741860813153655,0,0,0
1,32.912997999999995,24868.332000000002,52.0,10.121350465790702,0,0,0
0,51.719002,58898.68,52.0,10.983573958522676,0,0,0
1,76.189003,119106.22,52.0,11.687770979000703,0,0,0
1,51.896,52354.383,52.0,10.865790937722313,1,0,0
1,93.65299999999999,259311.25,52.0,12.465784356624946,1,1,1
1,77.990997,98164.469,52.0,11.4943996060583,1,1,1
1,47.109001,65442.977,52.0,11.088934462295686,0,0,0
1,13.302999999999999,52354.383,52.0,10.865790937722313,0,0,0
0,8.229000099999999,15706.313999999998,52.0,9.661818076094583,0,0,0
1,50.498001,65442.977,52.0,11.088934462295686,0,0,0
0,44.362999,45155.652,52.0,10.717870733734681,0,0,0
1,56.470001,52354.383,52.0,10.865790937722313,0,0,0
1,59.585999,102091.05,52.0,11.53362034115278,0,0,1
0,13.761,52354.383,52.0,10.865790937722313,0,0,0
1,73.292,890.02448,52.0,6.791248967965891,0,0,0
0,83.731003,47118.945,52.0,10.760430428431354,0,0,0
0,69.07,25726.943,52.0,10.155294087490459,0,0,0
0,39.162997999999995,27486.051,43.0,10.221433918603143,0,0,0
0,78.966003,49736.664000000004,43.0,10.814497646350647,1,0,0
1,71.792,87693.586,52.0,11.381604039995878,0,1,0
0,56.772999,19632.893,52.0,9.884961652876257,0,0,0
1,26.497999,896.56879,8.0,6.7985750218359815,0,0,0
0,43.741001000000004,35339.207,52.0,10.472748306459504,1,0,0
1,23.98,31412.629,0.0,10.35496528848886,0,0,0
1,51.831001,69369.555,52.0,11.147203361482024,0,0,0
1,26.381001,71987.273,52.0,11.184244618484726,1,0,0
1,37.473,65442.977,52.0,11.088934462295686,1,0,0
0,4.797999900000001,35339.207,52.0,10.472748306459504,0,0,0
1,23.333000000000002,68060.695,52.0,11.128155159580778,0,0,0
1,13.105,259311.25,52.0,12.465784356624946,0,0,0
0,61.183997999999995,52354.383,44.0,10.865790937722313,0,0,1
0,30.237,60207.539000000004,52.0,11.00555285601411,0,0,0
1,0.98199999,37302.496,52.0,10.526815520283153,0,0,0
0,3.052,3926.5786,52.0,8.275523740442157,0,0,0
1,21.108,45810.085999999996,52.0,10.732259564198388,0,0,0
0,23.500999,43192.363,52.0,10.673418976196942,0,0,0
1,45.743999,45810.085999999996,52.0,10.732259564198388,0,0,1
1,42.318999999999996,36648.066,52.0,10.509115936481786,0,0,1
0,81.039001,13088.596000000001,50.0,9.47949659570302,0,0,1
1,99.153999,81149.289,52.0,11.304045811351674,1,0,1
1,86.422997,259311.25,52.0,12.465784356624946,1,0,0
0,83.317001,37302.496,52.0,10.526815520283153,1,0,0
1,95.07,71987.273,52.0,11.184244618484726,1,0,1
1,62.344002,15706.313999999998,52.0,9.661818076094583,0,0,1
0,76.633003,48427.805,52.0,10.78782941122334,1,0,0
1,64.431999,61516.398,52.0,11.027059052400384,1,0,0
1,35.041,58898.68,52.0,10.983573958522676,0,0,0
0,54.083,35339.207,52.0,10.472748306459504,0,0,0
1,100.0,78531.57,52.0,11.271255988528683,0,0,0
1,75.726997,64134.117,52.0,11.068731747805698,0,0,1
1,69.446999,58898.68,52.0,10.983573958522676,1,0,1
1,99.707001,41883.504,52.0,10.642647329106309,1,0,1
1,98.252998,65442.977,52.0,11.088934462295686,1,0,1
1,93.782997,58898.68,52.0,10.983573958522676,0,0,0
0,91.677002,23607.9,52.0,10.06933668076155,0,1,1
1,73.32599599999999,60207.539000000004,52.0,11.00555285601411,0,0,0
1,37.337002000000005,14397.455,0.0,9.574806733833315,0,0,0
0,96.194,40574.645,52.0,10.610898643114696,0,0,1
0,26.440001000000002,9162.0166,26.0,9.122821586276524,0,0,0
1,53.341999,91620.17199999999,52.0,11.425406744758334,0,0,0
1,2.826,19786.029,52.0,9.8927313615649,0,0,0
1,59.736999999999995,68060.695,52.0,11.128155159580778,1,1,1
0,62.762001,30103.77,52.0,10.31240569206338,0,0,0
1,56.187,85075.867,52.0,11.351298690325113,0,0,0
1,72.781998,58898.68,52.0,10.983573958522676,0,0,0
0,88.693001,26177.191000000003,52.0,10.17264373806177,1,0,1
0,73.741997,68060.695,52.0,11.128155159580778,0,0,0
0,48.876999,49736.664000000004,52.0,10.814497646350647,0,0,0
1,35.747002,79840.43,52.0,11.287785296742385,0,1,0
0,16.768,9162.0166,52.0,9.122821586276524,0,0,0
1,9.140999800000001,45810.085999999996,52.0,10.732259564198388,0,0,0
0,47.763999999999996,29187.568,52.0,10.281498144172993,0,0,0
0,52.674,32721.487999999998,52.0,10.395787266455262,0,0,0
0,22.311001,32721.487999999998,52.0,10.395787266455262,0,1,0
0,88.778999,22250.611,0.0,10.010124747891506,0,0,0
1,3.3629998999999997,20941.752,50.0,9.949500148546365,0,0,0
1,7.665999900000001,45810.085999999996,52.0,10.732259564198388,0,0,0
1,22.379,54972.102,52.0,10.914581099163088,0,0,0
0,1.3099999,9423.7891,27.0,9.150992526608695,0,0,0
0,57.953998999999996,3272.1489,22.0,8.093202204022173,0,0,0
0,34.526001,37956.926,52.0,10.544207269465883,0,0,0
1,66.431,102091.05,52.0,11.53362034115278,0,0,0
1,52.167,78531.57,52.0,11.271255988528683,0,0,0
1,60.396,41883.504,52.0,10.642647329106309,0,0,0
0,77.714996,32721.487999999998,52.0,10.395787266455262,0,0,0
1,8.595999699999998,44501.223,52.0,10.703271950922744,0,0,0
1,86.137001,259311.25,51.0,12.465784356624946,1,0,0
1,43.472,56280.960999999996,52.0,10.938111586420142,0,0,1
0,43.275002,24868.332000000002,52.0,10.121350465790702,0,0,1
1,85.540001,127613.8,52.0,11.756763794515205,1,1,1
0,77.736,62825.258,52.0,11.048112469048805,1,1,1
1,90.095001,75128.539,52.0,11.226955778881033,1,1,0
0,48.904999,26177.191000000003,19.0,10.17264373806177,1,0,0
0,87.225998,259311.25,0.0,12.465784356624946,1,1,1
1,39.785999,49344.004,52.0,10.806571537986551,0,0,1
0,86.130997,96593.836,52.0,11.478270208640886,0,0,1
0,70.5,32721.487999999998,52.0,10.395787266455262,0,0,1
1,76.234001,68060.695,52.0,11.128155159580778,1,0,1
0,47.911999,49736.664000000004,52.0,10.814497646350647,1,0,1
0,59.991001000000004,91620.17199999999,39.0,11.425406744758334,1,0,1
1,70.912003,56280.960999999996,52.0,10.938111586420142,0,0,0
1,79.23200200000001,39265.785,52.0,10.578108807968738,0,0,0
0,89.418999,58898.68,52.0,10.983573958522676,1,0,0
1,79.303001,115179.64,50.0,11.65424827551315,1,1,0
1,65.315002,58898.68,52.0,10.983573958522676,1,1,0
1,2.9260001,45810.085999999996,52.0,10.732259564198388,0,0,0
1,8.562999699999999,52354.383,40.0,10.865790937722313,0,0,0
0,25.212999,28794.91,52.0,10.26795391439326,0,0,0
0,45.807999,51045.523,52.0,10.840473121412122,0,0,0
1,29.000999,95546.75,48.0,11.467370935484501,0,0,0
1,55.366001000000004,7198.7275,0.0,8.88165955327337,0,0,0
1,79.313004,68060.695,49.0,11.128155159580778,1,0,0
1,88.751999,45810.085999999996,52.0,10.732259564198388,0,0,0
0,41.580002,36648.066,52.0,10.509115936481786,0,0,0
1,72.906998,57851.594000000005,52.0,10.965636286261232,0,0,0
0,36.055,45810.085999999996,52.0,10.732259564198388,0,0,0
1,14.729000000000001,98164.469,52.0,11.4943996060583,0,0,0
0,8.986000099999998,6642.4624,40.0,8.801238017098566,0,0,0
1,22.135,15706.313999999998,52.0,9.661818076094583,0,0,0
1,10.565999999999999,26177.191000000003,36.0,10.17264373806177,0,0,0
1,31.226,2879.491,4.0,7.965368821399213,0,0,0
0,46.091999,65442.977,52.0,11.088934462295686,0,0,0
0,24.381999999999998,12250.926000000001,43.0,9.41335680495269,0,0,0
1,31.469,50391.094000000005,52.0,10.827569732095847,0,0,0
1,38.582001,66751.836,52.0,11.1087370815022,0,0,0
0,80.637001,45810.085999999996,52.0,10.732259564198388,0,0,0
0,14.274000000000001,11779.736,52.0,9.374136046088577,0,0,0
1,26.688000000000002,6544.2979,52.0,8.786349399862598,0,0,0
1,16.549999,60207.539000000004,52.0,11.00555285601411,0,0,0
1,15.84,37956.926,52.0,10.544207269465883,0,0,0
1,30.429001,58898.68,52.0,10.983573958522676,0,0,0
1,63.638000000000005,54972.102,52.0,10.914581099163088,0,0,0
1,6.817999799999999,36648.066,47.0,10.509115936481786,0,0,0
0,36.158001,24868.332000000002,52.0,10.121350465790702,0,0,0
0,24.725,28794.91,52.0,10.26795391439326,0,0,0
1,38.013000000000005,61516.398,52.0,11.027059052400384,0,0,0
0,26.791999999999998,39265.785,52.0,10.578108807968738,0,0,0
0,78.513,30082.827999999998,52.0,10.311709789602,0,1,1
1,97.319,86384.727,52.0,11.366566168333009,1,1,1
1,20.132998999999998,37956.926,50.0,10.544207269465883,0,0,0
1,70.603996,111253.06,52.0,11.619562705268192,0,0,0
1,46.018002,259311.25,52.0,12.465784356624946,0,0,0
1,51.016998,78531.57,52.0,11.271255988528683,0,0,0
0,27.489,379.56927,11.0,5.9390371098234445,0,0,0
0,25.167999,18324.033,52.0,9.815968755921842,0,0,0
1,19.153,19632.893,52.0,9.884961652876257,0,0,0
1,64.449997,107326.48,52.0,11.5836306828882,1,0,1
0,80.579002,85075.867,48.0,11.351298690325113,1,0,1
0,2.2030001,19632.893,52.0,9.884961652876257,0,0,0
0,31.507998999999998,45810.085999999996,52.0,10.732259564198388,0,0,0
0,65.278,32721.487999999998,52.0,10.395787266455262,0,0,0
0,23.929001,41883.504,52.0,10.642647329106309,0,0,0
1,16.799999,65442.977,52.0,11.088934462295686,0,0,0
1,28.746,65442.977,52.0,11.088934462295686,1,0,0
0,80.462997,105494.08,52.0,11.566410116579748,1,0,0
0,54.905998,54972.102,52.0,10.914581099163088,0,0,0
0,20.084,26046.305,52.0,10.167631194510534,0,0,0
0,31.118000000000002,39265.785,52.0,10.578108807968738,0,0,0
0,11.905,20941.752,52.0,9.949500148546365,0,0,0
0,13.144,3141.2629,13.0,8.052380195494813,0,0,0
1,39.32,68060.695,52.0,11.128155159580778,0,0,0
0,55.613997999999995,18324.033,43.0,9.815968755921842,0,0,0
1,48.785999,54972.102,52.0,10.914581099163088,0,0,0
1,34.18,27486.051,41.0,10.221433918603143,0,0,0
0,31.809,18324.033,51.0,9.815968755921842,0,0,0
1,8.099,39265.785,52.0,10.578108807968738,0,0,0
1,34.236,43192.363,52.0,10.673418976196942,0,0,0
0,31.921,18324.033,45.0,9.815968755921842,0,0,0
1,52.481998,64134.117,52.0,11.068731747805698,0,0,0
1,53.534,38611.355,52.0,10.561301683177577,0,0,0
1,97.087997,102091.05,52.0,11.53362034115278,1,0,0
1,79.849998,93452.57,52.0,11.445209313843169,1,0,0
1,89.793999,57589.82,52.0,10.961101094953204,1,0,0
0,60.353001,54972.102,52.0,10.914581099163088,0,1,0
0,36.082001,785.31573,3.0,6.666085840741789,0,0,0
1,49.536999,37956.926,52.0,10.544207269465883,0,0,0
0,28.537001,15706.313999999998,52.0,9.661818076094583,1,0,0
1,61.347,48427.805,52.0,10.78782941122334,1,0,1
1,49.077999,65442.977,46.0,11.088934462295686,0,0,0
1,94.119003,81149.289,52.0,11.304045811351674,1,0,0
1,68.375,108635.34,52.0,11.595752047910842,0,0,0
1,34.050999,51045.523,52.0,10.840473121412122,0,0,0
1,32.077999,54972.102,50.0,10.914581099163088,0,0,0
0,25.323999,13088.596000000001,52.0,9.47949659570302,0,0,0
1,17.362000000000002,52354.383,52.0,10.865790937722313,0,0,0
0,78.0,68060.695,52.0,11.128155159580778,0,0,0
0,40.981998,20941.752,52.0,9.949500148546365,0,0,0
0,21.205999,7722.2715,52.0,8.951863835491269,0,0,0
1,76.332001,85075.867,52.0,11.351298690325113,1,0,0
1,90.819,54972.102,52.0,10.914581099163088,1,0,0
0,91.719002,98164.469,52.0,11.4943996060583,1,0,0
0,63.641998,2039.2031,18.0,7.620314373264752,0,0,0
1,85.915001,36648.066,52.0,10.509115936481786,1,0,0
0,19.541,15706.313999999998,52.0,9.661818076094583,0,0,0
1,66.540001,15706.313999999998,52.0,9.661818076094583,0,1,1
