state,age,wagesal,imm,hispanic,black,asian,educ,wage,logwage,female,fedwkr,statewkr,localwkr
22,39,24000,0,0,0,0,12,60,4.094344562,0,0,0,0
22,38,10000,0,1,0,0,12,12.5,2.525728644,1,0,0,0
22,38,35000,0,0,0,0,14,38.46153846,3.649658741,1,0,0,0
22,39,18000,0,0,0,0,10,13.23529412,2.582887058,0,0,0,0
22,41,46000,0,0,0,0,13,22.11538462,3.096273503,1,0,0,0
22,41,20000,1,0,0,0,8,9.615384615,2.26336438,0,0,0,0
22,35,75000,0,0,1,0,16,36.05769231,3.58512022,0,0,0,0
22,35,35000,0,0,0,0,16,10.35502959,2.337472352,0,0,0,0
22,42,12000,0,0,0,0,13,11.53846154,2.445685937,1,0,0,0
22,44,38000,0,0,0,0,12,23.45679012,3.15516001,0,0,0,0
22,40,30000,0,0,0,0,13,22.22222222,3.101092789,1,0,0,0
22,37,92892,0,0,0,0,12,44.65961538,3.799069634,0,0,0,0
22,39,33890,0,0,0,0,12,16.29326923,2.790752092,0,0,0,0
22,38,23000,1,1,0,0,6,12.63736264,2.536657715,1,0,0,0
22,39,16000,1,1,0,0,9,12.6984127,2.541477001,0,0,0,0
22,43,31000,1,1,0,0,13,14.90384615,2.701619311,1,0,0,0
22,41,12000,1,0,0,0,12,7.5,2.014903021,1,0,0,0
22,41,15000,0,0,1,0,12,9.615384615,2.26336438,1,0,0,0
22,42,40000,0,0,0,0,12,24.03846154,3.179655112,1,0,0,0
22,36,21000,1,0,1,0,12,20.19230769,3.005301725,0,0,0,0
22,36,95000,0,0,0,0,20,45.67307692,3.821508998,1,0,0,0
22,40,100000,0,0,0,0,16,48.07692308,3.872802292,0,0,0,1
22,41,35000,0,0,1,0,12,16.82692308,2.822980168,0,0,0,0
22,37,18500,0,0,0,0,16,25.69444444,3.246274799,1,0,0,0
22,37,4000,1,1,0,0,13,4,1.386294361,0,0,0,0
22,41,60002,1,1,0,0,14,28.84711538,3.362010001,0,0,0,0
22,41,13000,0,0,1,0,13,6.25,1.832581464,1,0,0,0
22,44,28000,1,0,1,0,10,13.46153846,2.599836616,1,0,0,0
22,40,40000,1,0,1,0,12,19.23076923,2.95651156,0,0,0,0
22,44,34000,0,0,0,0,12,16.34615385,2.793992631,1,0,0,0
22,43,72000,0,0,0,0,13,34.61538462,3.544298225,0,0,0,0
22,39,60000,1,1,0,0,12,32.96703297,3.495508061,1,0,0,0
22,37,3399,1,0,0,0,12,4.998529412,1.609143752,0,0,0,0
22,36,23000,1,1,0,0,12,11.05769231,2.403126322,0,0,0,0
22,36,55000,0,0,0,0,20,26.44230769,3.274965292,0,0,0,0
22,37,30000,1,1,0,0,13,25,3.218875825,0,0,0,0
22,44,43200,0,1,0,0,14,20.76923077,3.033472602,1,0,0,0
22,43,30000,0,1,0,0,14,25,3.218875825,0,0,0,0
22,39,3750,1,1,0,0,12,23.4375,3.154337304,0,0,0,0
22,36,30000,1,1,0,0,12,14.42307692,2.668829488,1,0,0,0
22,44,4500,1,1,0,0,12,4.807692308,1.570217199,1,0,0,0
22,44,26000,0,0,1,0,16,13.51351351,2.603690186,0,0,0,0
22,44,26000,0,0,1,0,16,12.5,2.525728644,0,0,0,0
22,44,14000,0,0,0,0,12,7.692307692,2.040220829,1,0,0,0
22,37,80000,1,0,1,0,12,38.46153846,3.649658741,0,0,0,0
22,40,57000,0,0,0,0,16,54.80769231,4.003830555,1,0,0,0
22,42,130000,0,0,0,0,13,62.5,4.135166557,0,0,0,1
22,44,100000,0,0,0,0,16,62.5,4.135166557,0,0,0,0
22,41,8000,0,0,0,0,9,7.692307692,2.040220829,1,0,0,0
22,41,30000,0,0,1,0,12,14.42307692,2.668829488,1,0,0,0
22,43,100000,0,0,0,0,18,48.07692308,3.872802292,0,0,0,0
22,42,50000,0,0,0,0,16,24.03846154,3.179655112,1,0,0,1
22,38,83000,1,0,0,1,18,39.90384615,3.686472714,0,0,0,0
22,36,100000,1,0,0,1,18,48.07692308,3.872802292,0,0,0,0
22,39,172000,1,0,0,0,16,66.15384615,4.191983032,1,0,0,0
22,35,120000,0,0,0,0,18,38.46153846,3.649658741,0,0,0,0
22,35,50000,1,1,0,0,12,20.03205128,2.997333555,0,0,0,0
22,43,27000,0,1,0,0,12,12.98076923,2.563468972,0,0,0,0
22,38,5200,1,1,0,0,12,12.5,2.525728644,1,0,0,0
22,41,18200,1,1,0,0,9,8.75,2.1690537,0,0,0,0
22,36,36000,0,0,0,0,12,31.25,3.442019376,0,0,0,0
22,38,156000,0,0,0,0,18,50,3.912023005,0,0,0,0
22,37,80000,0,0,0,0,16,40,3.688879454,1,0,0,0
22,38,1500,0,0,0,0,13,4,1.386294361,1,0,0,0
22,37,53175,0,0,0,0,13,23.24082168,3.145910288,0,0,0,1
22,41,280000,0,0,0,0,12,134.6153846,4.902421709,0,0,0,0
22,43,6000,0,0,0,0,12,19.23076923,2.95651156,1,0,0,0
22,41,170000,0,0,0,0,20,63.71814093,4.154469309,0,0,0,0
22,36,100000,0,1,0,0,18,73.0994152,4.291820367,1,0,0,0
22,41,65000,0,1,0,0,16,25,3.218875825,0,0,0,0
22,41,12000,1,1,0,0,6,10,2.302585093,0,0,0,0
22,41,100000,1,0,0,1,18,48.07692308,3.872802292,1,0,0,0
22,43,280000,1,0,0,0,18,134.6153846,4.902421709,0,0,0,0
22,42,85000,1,0,0,0,16,51.08173077,3.933426914,1,0,0,0
22,41,52000,1,0,0,0,13,28.26086957,3.341478147,0,0,0,0
22,43,127000,1,0,0,1,20,48.84615385,3.888675641,0,0,0,0
22,42,40000,0,0,0,0,20,19.23076923,2.95651156,1,0,0,0
22,43,150000,0,0,0,0,16,52.44755245,3.959813669,0,0,0,0
22,39,20000,1,1,0,0,9,9.615384615,2.26336438,1,0,0,0
22,37,25000,1,1,0,0,6,12.01923077,2.486507931,0,0,0,0
22,38,14560,0,1,0,0,12,4,1.386294361,1,0,0,0
22,36,34000,0,0,0,0,13,16.34615385,2.793992631,1,0,0,0
22,36,45000,0,0,0,0,13,31.25,3.442019376,0,0,0,0
22,44,90000,0,0,0,0,12,43.26923077,3.767441777,1,0,0,0
22,43,38000,0,0,0,0,13,18.26923077,2.905218266,1,0,0,0
22,41,70000,0,0,0,0,14,33.65384615,3.516127348,0,0,0,0
22,37,100000,0,0,0,0,16,48.07692308,3.872802292,0,0,0,0
22,40,41000,0,0,0,0,16,19.71153846,2.981204173,1,0,0,0
22,37,14450,0,0,0,0,12,17.20238095,2.845047802,0,0,0,0
22,44,40800,1,1,0,0,16,19.61538462,2.976314188,0,0,0,0
22,40,450000,0,0,0,0,20,144.2307692,4.971414581,0,0,0,0
22,40,160000,1,0,0,1,20,88.88888889,4.48738715,1,0,0,0
22,39,200000,0,0,0,0,16,76.92307692,4.342805922,0,0,0,0
22,42,15000,0,0,0,0,20,14.42307692,2.668829488,1,0,0,0
22,41,11000,1,1,0,0,18,8.136094675,2.096310295,1,0,0,0
22,39,90000,1,0,1,0,18,43.26923077,3.767441777,0,0,1,0
22,36,100000,0,0,0,0,16,39.21568627,3.669076827,0,0,0,0
22,36,85000,0,0,0,0,16,44.27083333,3.79032607,0,0,0,0
22,41,80000,0,0,0,0,13,22.85714286,3.129263666,0,0,0,0
22,41,24000,0,0,0,0,8,11.53846154,2.445685937,0,0,0,0
22,37,70000,0,1,0,0,13,33.65384615,3.516127348,0,0,0,0
22,41,10000,1,1,0,0,9,9.615384615,2.26336438,0,0,0,0
22,41,800,1,1,0,0,9,4,1.386294361,1,0,0,0
22,39,30000,1,0,0,0,14,28.84615385,3.361976669,1,0,0,0
22,36,100000,0,0,0,0,16,48.07692308,3.872802292,0,0,1,0
22,42,51000,1,1,0,0,12,18.86094675,2.937093475,0,0,0,0
22,38,18000,1,1,0,0,6,8.653846154,2.158003864,0,0,0,0
22,37,14000,1,1,0,0,6,6.730769231,1.906689436,0,0,0,0
22,37,77000,1,1,0,0,6,37.01923077,3.611437528,0,0,0,0
22,38,80000,1,1,0,0,16,38.46153846,3.649658741,0,0,0,0
22,44,22000,1,1,0,0,12,10.57692308,2.35867456,0,0,1,0
22,43,35022,1,1,0,0,12,16.8375,2.823608542,1,0,0,0
22,42,65000,0,0,1,0,13,31.25,3.442019376,0,0,0,1
22,39,30000,1,0,0,0,14,23.52941176,3.158251203,1,0,0,0
22,40,35000,1,0,0,0,14,11.21794872,2.41751506,0,0,0,0
22,35,11002,1,1,0,0,0,7.052564103,1.953391253,1,0,0,0
22,39,65000,1,1,0,0,8,34.72222222,3.547379892,1,0,0,0
22,37,38000,0,0,0,0,12,9.134615385,2.212071085,0,0,0,0
22,43,25000,1,1,0,0,6,60.09615385,4.095945844,0,0,0,0
22,38,800,1,1,0,0,8,4,1.386294361,1,0,0,0
22,42,23002,0,0,0,0,11,11.05865385,2.403213275,0,0,0,0
22,37,6480,0,0,0,0,12,13.5,2.602689685,0,0,0,0
22,37,32000,0,0,0,0,13,15.38461538,2.733368009,1,0,0,0
22,39,22000,0,1,0,0,12,11.43451143,2.436636101,0,0,0,0
22,38,35000,1,0,0,0,16,16.82692308,2.822980168,0,0,0,0
22,42,92000,0,0,0,0,16,39.31623932,3.671637648,1,0,0,0
22,39,35000,0,0,1,0,14,16.82692308,2.822980168,1,1,0,0
22,40,146000,0,0,0,0,14,51.04895105,3.932784997,0,0,0,0
22,43,66000,0,0,0,0,16,31.73076923,3.457286848,1,0,0,0
22,37,11000,1,0,0,0,12,22,3.091042453,0,0,0,0
22,44,50000,0,0,0,0,12,24.03846154,3.179655112,1,0,0,0
22,36,35553,0,1,0,0,12,17.09278846,2.838656647,0,0,0,1
22,41,23000,0,0,1,0,13,12.63736264,2.536657715,1,1,0,0
22,41,35000,0,0,0,0,16,16.82692308,2.822980168,0,0,0,0
22,36,67000,0,0,0,0,12,32.21153846,3.472324726,0,0,0,0
22,35,38700,0,0,0,0,18,20.67307692,3.028832222,1,0,0,0
22,44,200000,0,0,0,0,16,96.15384615,4.565949473,0,0,0,0
22,36,125000,0,0,0,0,18,60.09615385,4.095945844,0,0,0,0
22,35,100000,0,0,0,0,20,48.07692308,3.872802292,1,0,0,0
22,35,120000,0,0,0,0,12,41.95804196,3.736670118,0,0,0,0
22,38,80000,0,0,0,0,12,29.58579882,3.387294476,1,0,0,0
22,43,75000,0,0,0,0,16,41.20879121,3.718651612,1,0,0,1
22,38,190000,0,0,0,0,18,73.07692308,4.291512627,1,0,0,0
22,40,135000,0,0,0,0,18,64.90384615,4.172906885,0,0,0,0
22,38,129000,0,0,0,0,18,45.1048951,3.80899078,0,0,0,0
22,43,85000,0,0,0,0,16,40.86538462,3.710283363,0,0,0,0
22,41,10000,0,0,0,0,16,19.23076923,2.95651156,1,0,1,0
22,42,90000,0,0,0,0,18,28.84615385,3.361976669,0,1,0,0
22,44,72000,1,0,1,0,18,36.43724696,3.59559152,1,0,0,1
22,41,28000,0,0,1,0,13,13.46153846,2.599836616,1,0,0,0
22,38,52000,0,0,0,0,14,25,3.218875825,0,0,0,0
22,42,65000,0,0,0,0,13,31.25,3.442019376,1,0,0,0
22,39,150000,0,0,0,0,16,72.11538462,4.2782674,1,0,0,0
22,38,85000,0,0,0,0,11,40.86538462,3.710283363,0,0,0,0
22,36,48000,0,0,0,0,12,20.51282051,3.021050082,0,0,0,0
22,35,70000,0,0,0,0,18,33.65384615,3.516127348,0,0,0,0
22,36,66000,0,0,0,0,16,31.73076923,3.457286848,1,0,0,0
22,39,50400,0,0,0,0,16,30,3.401197382,0,0,0,0
22,42,22880,0,0,0,0,12,11,2.397895273,1,0,0,0
22,43,85000,0,0,0,0,12,40.86538462,3.710283363,0,0,0,0
22,37,104000,0,0,0,0,18,40,3.688879454,0,0,0,0
22,41,7000,0,0,0,0,12,4.487179487,1.501224328,1,0,0,0
22,42,70000,0,0,1,0,18,35,3.555348061,0,0,0,1
22,40,350000,1,0,0,0,18,134.6153846,4.902421709,1,0,0,0
22,42,40000,1,1,0,0,13,19.23076923,2.95651156,0,0,0,0
22,36,17000,1,1,0,0,9,10.8974359,2.388527523,1,0,0,0
22,36,11500,1,1,0,0,9,8.214285714,2.105874799,1,0,0,0
22,37,40000,0,0,0,0,12,12.06636501,2.49042183,0,0,0,0
22,39,26000,1,0,0,1,13,12.03703704,2.487988316,0,0,0,0
22,44,96000,0,0,0,0,16,46.15384615,3.831980298,1,1,0,0
22,39,102000,1,0,1,0,18,49.03846154,3.89260492,1,0,0,0
22,36,14400,0,0,0,0,18,15,2.708050201,1,0,0,0
22,35,75000,0,0,0,0,18,36.05769231,3.58512022,0,0,0,0
22,42,150000,0,0,0,0,18,72.11538462,4.2782674,0,0,0,0
22,42,50000,0,0,0,0,18,38.46153846,3.649658741,1,0,0,0
22,42,10200,0,0,0,0,12,6.538461538,1.877701899,0,0,0,0
22,40,35000,0,0,0,0,12,13.46153846,2.599836616,1,0,0,0
22,37,19000,0,0,0,0,14,12.17948718,2.499753158,1,0,0,0
22,44,3000,0,0,0,0,13,11.53846154,2.445685937,1,0,0,0
22,40,48500,0,0,0,0,13,23.31730769,3.149195904,0,0,0,0
22,39,85000,0,0,0,0,16,40.86538462,3.710283363,0,0,0,0
22,42,71000,0,0,0,0,12,34.13461538,3.530311983,1,0,0,0
22,43,100000,0,0,0,0,12,48.07692308,3.872802292,0,0,0,0
22,35,21000,0,0,0,0,13,42.85714286,3.757872326,0,0,0,0
22,37,52000,0,0,0,0,13,25,3.218875825,0,0,0,0
22,40,47000,0,0,0,0,12,22.59615385,3.117779708,1,0,0,0
22,41,30000,1,1,0,0,6,14.42307692,2.668829488,0,0,0,0
22,36,19500,0,0,0,0,13,20.3125,3.01123646,0,0,0,0
22,44,52002,0,0,0,0,16,25.00096154,3.218914286,1,0,0,0
22,37,45000,0,0,0,0,20,40.90909091,3.71135231,0,0,0,0
22,36,25000,0,0,0,0,16,20.83333333,3.036554268,1,0,0,0
22,42,155000,0,0,0,0,16,74.51923077,4.311057223,0,0,0,0
22,39,111000,1,0,0,1,18,53.36538462,3.977162308,0,0,0,0
22,42,21000,0,0,1,0,13,32.8125,3.49080954,1,0,0,0
22,43,43000,0,0,1,0,11,20.67307692,3.028832222,1,0,0,0
22,35,20000,1,0,1,0,12,9.615384615,2.26336438,0,0,0,0
22,43,50000,0,0,0,0,12,24.03846154,3.179655112,1,0,0,0
22,43,32000,0,0,0,0,13,25,3.218875825,0,0,0,0
22,41,6000,0,0,0,0,13,18.75,2.931193752,1,0,0,0
22,38,36000,0,1,1,0,13,19.23076923,2.95651156,1,0,0,0
22,40,46800,0,1,0,0,12,22.5,3.113515309,0,0,0,0
22,43,29000,0,1,0,0,12,13.94230769,2.634927936,0,0,0,0
23,44,33000,0,0,0,0,13,15.86538462,2.764139668,1,0,0,0
23,41,25000,0,0,0,0,14,12.01923077,2.486507931,1,0,0,0
23,43,40000,0,0,0,0,16,15.38461538,2.733368009,1,0,0,1
23,38,1000,0,0,0,0,10,10,2.302585093,1,0,0,0
23,40,45000,0,0,0,0,12,21.63461538,3.074294596,1,0,0,0
23,41,32000,0,0,0,0,14,15.38461538,2.733368009,0,0,0,1
23,36,39000,0,0,0,0,12,18.75,2.931193752,1,0,0,0
23,43,7400,0,0,0,0,9,11.85897436,2.473084911,1,0,0,0
23,41,3000,0,0,0,0,12,4,1.386294361,0,0,0,0
23,37,49000,0,0,0,0,16,23.55769231,3.159452404,0,0,1,0
23,38,10000,0,0,0,0,12,5.602240896,1.723166678,1,0,0,0
23,39,45000,0,0,0,0,12,21.63461538,3.074294596,0,0,0,0
23,36,36000,0,0,0,0,10,17.30769231,2.851151045,0,0,0,0
23,40,20000,0,0,0,0,12,9.615384615,2.26336438,1,0,0,0
23,41,16500,0,0,0,0,12,9.065934066,2.20452388,0,0,0,0
23,38,4335,0,0,0,0,12,7.24916388,1.980886135,1,0,0,0
23,40,160000,0,0,0,0,18,42.73504274,3.755019257,0,0,0,0
23,41,3000,0,0,0,0,12,4,1.386294361,0,0,0,0
23,38,22000,0,0,0,0,12,10.57692308,2.35867456,1,0,0,0
23,44,29000,1,0,0,0,12,13.94230769,2.634927936,0,0,0,0
23,43,20000,0,0,0,0,14,10.12145749,2.314657674,1,0,0,1
23,37,12000,0,0,0,0,12,62.5,4.135166557,1,0,0,0
23,41,36625,0,0,0,0,14,17.60817308,2.868363174,0,0,0,0
23,42,22000,0,0,0,0,16,7.051282051,1.953209452,1,0,0,0
23,36,600,0,0,0,0,12,10,2.302585093,1,0,0,0
23,41,27352,0,0,0,0,12,13.15,2.576421759,0,0,0,0
23,44,55800,0,0,0,0,18,21.46153846,3.066262424,1,0,1,0
23,44,52000,0,0,0,0,16,25,3.218875825,0,0,0,0
23,42,9120,0,0,0,0,14,9.5,2.251291799,1,0,0,0
23,40,38500,0,0,1,0,13,21.38888889,3.062871576,0,0,0,0
23,41,8550,0,0,0,0,12,10.17857143,2.32028467,1,0,0,0
23,42,23000,0,0,0,0,12,11.73469388,2.462549743,1,0,0,0
23,42,129267,0,0,0,0,10,64.6335,4.168732852,0,0,0,0
23,42,49000,0,0,0,0,18,18.84615385,2.936308853,1,0,1,0
23,43,190000,0,0,0,0,16,60.8974359,4.10919107,0,0,0,0
23,44,38000,0,0,0,0,12,18.26923077,2.905218266,1,0,0,0
23,44,75000,0,0,0,0,18,28.84615385,3.361976669,0,0,0,0
23,38,18000,0,0,0,0,14,8.653846154,2.158003864,1,0,0,0
23,39,30000,0,0,1,0,12,14.42307692,2.668829488,0,0,0,0
23,41,54000,0,0,1,0,14,25.96153846,3.256616153,1,0,0,1
23,43,200000,0,0,1,0,16,96.15384615,4.565949473,1,0,0,0
23,40,40000,0,0,0,0,12,24.03846154,3.179655112,0,0,0,0
23,42,28000,0,0,0,0,12,13.46153846,2.599836616,1,0,0,0
23,42,36000,0,0,0,0,12,17.30769231,2.851151045,0,0,0,0
23,43,75000,0,0,0,0,18,36.05769231,3.58512022,1,0,1,0
23,37,25000,0,0,0,0,14,55.55555556,4.017383521,0,0,0,0
23,42,30000,0,0,0,0,12,12.82051282,2.551046452,0,0,0,0
23,41,250,0,1,0,0,14,4,1.386294361,1,0,0,0
23,39,2500,1,0,0,0,13,8.012820513,2.081042823,1,0,0,0
23,43,22780,1,0,0,0,12,11.86458333,2.473557772,0,0,0,0
23,40,12320,0,0,0,0,14,14,2.63905733,1,0,0,0
23,42,65000,0,0,0,0,16,31.25,3.442019376,0,0,0,0
23,37,80000,1,1,0,0,16,38.46153846,3.649658741,0,0,0,0
23,36,40000,0,1,0,0,18,30.76923077,3.42651519,1,0,0,0
23,42,42000,0,0,0,0,12,16.8,2.821378886,0,0,0,0
23,42,42000,0,0,0,0,16,17.94871795,2.887518689,1,0,0,0
23,43,46500,0,0,0,0,16,22.35576923,3.107084419,1,0,0,0
23,42,60000,0,0,0,0,12,28.84615385,3.361976669,1,0,0,0
23,41,48500,0,0,0,0,14,18.65384615,2.926052353,0,0,0,0
23,37,52000,0,0,0,0,14,25,3.218875825,0,0,0,0
23,40,24000,0,0,0,0,12,11.53846154,2.445685937,0,0,0,0
23,43,29600,0,0,0,0,16,56.92307692,4.041700829,0,0,0,0
23,36,48600,0,0,0,0,16,18.69230769,2.928112086,0,0,0,0
23,37,25000,0,0,0,0,12,11.44688645,2.437717767,1,0,0,0
23,42,30000,0,0,0,0,13,14.42307692,2.668829488,1,0,0,0
23,37,50000,0,0,0,0,16,24.03846154,3.179655112,1,0,0,0
23,37,30000,0,0,0,0,12,14.42307692,2.668829488,0,0,0,0
23,41,30000,0,0,0,0,11,14.42307692,2.668829488,0,0,0,0
23,44,27500,0,0,0,0,12,14.32291667,2.661860819,0,0,0,0
23,36,15926,0,0,0,0,12,7.656730769,2.0355851,1,0,0,0
23,38,27000,0,0,0,0,13,12.98076923,2.563468972,1,0,0,0
23,42,90000,0,0,0,0,13,31.46853147,3.448988045,0,0,0,0
23,39,72000,0,0,0,0,12,23.07692308,3.138833117,0,0,0,0
23,42,101000,0,0,0,0,20,51.11336032,3.934045918,0,0,1,0
23,40,38500,0,0,0,0,18,32.08333333,3.468336684,1,0,0,0
23,35,45000,0,0,0,0,12,21.63461538,3.074294596,0,0,0,0
23,44,19000,0,0,0,0,12,9.615384615,2.26336438,1,0,0,1
23,40,45000,0,0,0,0,16,14.42307692,2.668829488,1,0,0,0
23,38,29120,0,0,0,0,12,14,2.63905733,1,0,0,0
23,36,70000,0,0,0,0,12,28.04487179,3.333805792,0,0,0,0
23,35,49000,0,0,0,0,14,23.55769231,3.159452404,0,0,0,0
23,43,12000,0,0,0,0,14,5.769230769,1.752538756,0,0,0,0
23,39,70000,0,0,0,0,12,36.45833333,3.596170056,0,0,0,0
23,36,60000,0,0,0,0,12,23.07692308,3.138833117,0,0,0,0
23,35,36000,0,0,0,0,16,17.30769231,2.851151045,1,0,0,1
23,39,20000,0,0,0,0,12,10.98901099,2.396895772,1,0,0,0
23,40,30000,0,0,0,0,12,14.42307692,2.668829488,0,0,0,0
23,35,67000,0,0,0,0,14,25.76923077,3.249181174,0,0,0,0
23,37,28000,0,0,0,0,12,16,2.772588722,0,0,0,0
23,36,15060,0,0,0,0,12,8.964285714,2.193248429,0,0,0,0
23,36,20000,0,0,0,0,14,10.12145749,2.314657674,1,0,0,0
23,38,40000,0,0,0,0,14,19.23076923,2.95651156,1,0,0,0
23,39,18000,0,0,0,0,16,8.653846154,2.158003864,0,0,0,0
23,41,12600,0,0,0,0,12,11.25,2.420368129,1,0,0,0
23,36,28700,0,0,0,0,12,14.91683992,2.702490771,0,0,0,0
23,44,22000,0,0,0,0,12,10.57692308,2.35867456,0,0,0,0
23,40,70000,0,0,0,0,14,24.47552448,3.197673617,1,0,0,0
23,40,16000,1,0,0,1,12,12.30769231,2.510224458,1,0,0,0
23,40,40000,0,0,0,0,12,19.23076923,2.95651156,0,0,0,0
23,40,18900,0,0,0,0,16,13.81578947,2.625812103,1,0,0,0
23,43,3900,0,0,0,0,11,16.25,2.788092909,1,0,0,0
23,43,40,0,0,0,0,13,4,1.386294361,0,0,0,0
23,41,40000,0,0,0,0,12,14.79289941,2.694147296,0,0,0,0
23,44,23000,0,0,0,0,12,12.63736264,2.536657715,1,0,0,0
23,35,16500,0,0,0,0,13,8.350202429,2.122285782,1,0,0,1
23,39,46000,0,0,0,0,18,22.11538462,3.096273503,1,0,0,1
23,43,10000,0,0,0,0,12,6.868131868,1.926892143,1,0,0,0
23,35,38000,0,0,0,0,12,11.7866005,2.466963335,1,0,0,0
23,44,24000,0,0,0,0,12,11.53846154,2.445685937,1,0,0,0
23,44,8000,0,0,0,0,12,4,1.386294361,0,0,0,0
23,35,35000,0,0,0,0,12,16.82692308,2.822980168,1,0,0,1
23,43,24000,0,0,0,0,14,13.18681319,2.579217329,1,0,0,0
23,39,38000,0,0,0,0,16,18.26923077,2.905218266,1,0,0,0
23,39,80000,0,0,0,0,14,38.46153846,3.649658741,0,0,0,1
23,43,108000,0,0,0,0,16,51.92307692,3.949763333,0,0,0,0
23,40,3000,0,0,0,0,11,6.25,1.832581464,1,0,0,0
23,36,63000,0,0,0,0,13,21,3.044522438,0,0,0,0
23,44,78000,0,0,0,0,18,34.09090909,3.529030753,1,0,0,1
23,38,70000,0,0,0,0,16,29.91452991,3.398344313,1,0,0,0
23,39,62000,0,0,0,0,18,29.80769231,3.394766491,1,0,0,1
23,42,43500,0,0,0,0,16,16.73076923,2.817249493,0,0,0,1
23,40,106000,0,0,0,0,16,37.06293706,3.612617469,1,0,0,0
23,44,100000,0,0,0,0,18,42.73504274,3.755019257,0,0,0,0
23,37,13000,0,0,0,0,16,18.05555556,2.893453424,1,0,0,0
23,39,13000,0,0,0,0,14,7.386363636,1.999635548,1,0,0,0
23,43,50000,1,1,0,0,13,13.73626374,2.620039324,0,0,0,0
23,42,16000,1,1,0,0,12,7.692307692,2.040220829,1,0,0,0
23,35,7200,0,1,0,0,12,4,1.386294361,1,0,0,0
23,38,80000,0,1,0,0,12,20.24291498,3.007804855,0,0,0,0
23,38,124000,0,0,0,0,9,34.06593407,3.528297884,0,0,0,0
23,40,8500,0,1,0,0,9,4.086538462,1.40769827,1,0,0,0
23,43,16000,1,1,0,0,8,7.692307692,2.040220829,1,0,0,0
23,35,14000,0,0,0,0,12,6.730769231,1.906689436,1,0,0,0
23,41,3360,0,1,1,0,13,21,3.044522438,1,0,0,0
23,39,27000,0,0,1,0,12,12.98076923,2.563468972,0,0,0,0
23,39,20000,0,0,0,0,18,9.615384615,2.26336438,1,0,0,0
23,42,175000,0,0,0,0,18,48.07692308,3.872802292,0,0,0,0
23,38,80000,0,0,0,0,13,38.46153846,3.649658741,0,0,0,0
23,41,65000,0,0,0,0,18,25,3.218875825,0,0,0,0
23,44,75000,0,0,0,0,13,96.15384615,4.565949473,0,0,0,0
23,41,42000,0,0,1,0,16,21,3.044522438,0,0,0,0
23,41,28000,1,1,1,0,16,13.46153846,2.599836616,1,0,0,0
23,39,4500,1,0,1,0,14,4.326923077,1.464856684,0,0,0,0
23,43,74400,0,0,0,0,18,40.87912088,3.710619441,0,0,0,1
23,40,70000,0,0,0,0,16,38.46153846,3.649658741,1,0,0,1
23,41,65000,0,0,0,0,18,31.25,3.442019376,1,0,0,1
23,44,40000,0,1,0,0,12,19.23076923,2.95651156,0,0,0,0
23,42,50000,0,0,0,0,14,24.03846154,3.179655112,1,0,0,0
23,42,120000,0,0,0,0,18,57.69230769,4.055123849,0,1,0,0
23,40,46000,0,0,0,0,18,42.59259259,3.751680355,1,0,0,1
23,41,79000,0,0,0,0,20,30.38461538,3.413936407,0,0,0,1
23,44,65000,0,0,0,0,12,20.83333333,3.036554268,1,0,0,0
23,37,145000,1,0,0,0,18,69.71153846,4.244365849,1,0,0,0
23,36,8546,0,0,0,0,16,4,1.386294361,0,0,0,0
23,39,87000,0,0,0,0,16,41.82692308,3.733540225,1,0,0,0
23,41,90000,0,0,0,0,18,28.84615385,3.361976669,0,0,0,0
23,40,31000,0,0,0,0,12,11.23188406,2.418756525,0,0,0,0
23,39,13000,0,0,0,0,12,7.8125,2.055725015,1,0,0,0
23,40,38000,0,0,0,0,12,18.26923077,2.905218266,1,0,0,0
23,42,32000,0,0,0,0,12,15.38461538,2.733368009,0,0,0,0
23,35,79000,0,0,0,0,16,37.98076923,3.637079959,0,0,0,0
23,44,60000,0,0,0,0,16,28.84615385,3.361976669,1,0,0,0
23,37,109000,0,0,0,0,16,52.40384615,3.958979989,0,0,0,0
23,37,78000,0,0,0,0,16,37.5,3.624340933,1,1,0,0
23,38,34000,0,0,0,0,13,18.47826087,2.916594953,0,0,0,0
23,35,45000,0,0,0,0,20,21.63461538,3.074294596,0,0,0,0
23,36,32000,0,0,0,0,16,16.19433198,2.784661303,1,0,0,0
23,40,65000,0,0,0,0,18,17.85714286,2.882403588,0,0,0,0
23,40,36500,0,0,0,0,13,17.54807692,2.864944367,1,0,0,1
23,40,32000,0,0,0,0,13,15.38461538,2.733368009,0,0,0,0
23,39,25000,0,0,0,0,12,12.01923077,2.486507931,0,0,0,0
23,44,1430,0,0,0,0,13,8.125,2.094945728,1,0,0,0
23,43,30000,0,0,0,0,12,14.42307692,2.668829488,0,0,0,0
23,41,2000,0,0,0,0,14,16.66666667,2.813410717,1,0,0,0
23,38,20000,0,0,0,0,12,14.81481481,2.695627681,0,0,0,0
23,35,60000,0,0,0,0,12,28.84615385,3.361976669,0,0,0,0
23,41,250,0,0,0,0,18,15.625,2.748872196,1,0,0,0
23,43,66800,0,0,0,0,16,32.11538462,3.469335187,0,0,0,0
23,43,20000,0,0,0,0,13,9.615384615,2.26336438,1,0,0,0
23,37,54000,0,0,1,0,14,25.96153846,3.256616153,1,0,0,0
23,41,27000,0,0,1,0,12,12.98076923,2.563468972,0,0,0,0
