state,age,wagesal,imm,hispanic,black,asian,educ,wage,logwage,female,fedwkr,statewkr,localwkr
11,41,25000,0,0,0,0,14,12.01923077,2.486507931,1,0,0,0
11,35,40000,0,0,0,0,16,18.51851852,2.918771232,1,0,1,0
11,39,11042,0,0,0,0,12,7.583791209,2.026013234,1,0,0,0
11,41,40000,0,0,0,0,12,19.23076923,2.95651156,1,0,0,0
11,35,32000,0,0,0,0,11,15.38461538,2.733368009,0,0,1,0
11,38,22000,0,0,0,0,13,10.57692308,2.35867456,1,0,0,0
11,43,52000,0,0,0,0,16,20.8,3.034952987,1,0,0,0
11,35,55000,0,0,0,0,12,26.44230769,3.274965292,1,1,0,0
11,43,13590,0,0,0,0,12,10.88942308,2.387791958,1,0,0,0
11,41,31700,0,0,0,0,13,15.24038462,2.723948787,0,0,0,0
11,44,60000,0,0,0,0,12,23.07692308,3.138833117,0,0,0,0
11,41,45000,0,0,0,0,16,19.23076923,2.95651156,1,0,0,0
11,42,130000,0,0,0,0,14,52,3.951243719,0,0,0,0
11,38,13000,0,0,0,0,13,10.83333333,2.382627801,1,0,0,0
11,37,56000,0,0,0,0,13,23.93162393,3.175200761,1,0,0,0
11,42,19000,0,0,0,0,12,12.17948718,2.499753158,1,0,0,0
11,43,40000,0,0,0,0,12,17.09401709,2.838728525,0,0,0,0
11,44,30000,0,0,0,0,18,14.42307692,2.668829488,1,0,0,0
11,42,50000,0,0,0,0,13,24.03846154,3.179655112,1,0,0,0
11,38,30000,0,0,0,0,12,20.83333333,3.036554268,0,0,0,0
11,35,11165,0,0,0,0,16,11,2.397895273,1,0,0,1
11,36,30000,0,0,0,0,14,16.66666667,2.813410717,0,0,0,0
11,36,20800,0,0,0,0,12,10,2.302585093,0,0,0,0
11,42,69000,0,0,0,0,13,27.64423077,3.319417054,0,0,0,0
11,43,20000,0,0,0,0,13,9.615384615,2.26336438,1,0,0,0
11,43,4866,0,0,0,0,14,17.37857143,2.85523792,1,0,0,0
11,40,20000,0,0,0,0,14,9.615384615,2.26336438,0,0,0,0
11,37,8000,0,0,0,0,14,6.993006993,1.944910649,1,0,0,0
11,36,40000,0,0,0,0,14,19.23076923,2.95651156,0,0,0,0
11,42,52000,0,0,0,0,16,25,3.218875825,1,0,0,0
11,39,3000,0,0,0,0,14,6.25,1.832581464,1,0,0,0
11,40,35000,0,0,0,0,11,43.75,3.778491613,0,0,0,0
11,39,54080,0,0,0,0,14,26,3.258096538,1,0,0,0
11,36,1099999,0,0,0,0,12,400,5.991464547,0,0,0,0
11,44,14000,0,0,0,0,18,11.96581197,2.482053581,1,0,0,0
11,43,35000,0,0,0,0,13,16.82692308,2.822980168,0,0,0,0
11,44,50000,0,0,0,0,16,24.03846154,3.179655112,1,0,0,0
11,43,2500,0,0,0,0,12,4,1.386294361,1,0,0,0
11,43,48000,0,0,0,0,13,30,3.401197382,0,0,0,0
11,42,56000,0,0,0,0,20,35,3.555348061,1,0,0,0
11,41,30400,0,0,0,0,12,21.11111111,3.049799495,0,0,0,0
11,37,40000,0,0,0,0,16,19.23076923,2.95651156,0,0,1,0
11,43,40500,0,0,0,0,16,19.47115385,2.96893408,1,0,1,0
11,42,13000,0,0,0,0,12,12.38095238,2.516159193,1,0,0,0
11,35,42000,0,0,0,0,13,16.15384615,2.782158173,0,0,0,0
11,44,70000,0,0,0,0,13,26.92307692,3.292983797,1,0,0,0
11,35,20000,0,0,0,0,13,16.66666667,2.813410717,1,0,0,0
11,36,22000,0,0,0,0,13,27.5,3.314186005,0,0,0,0
11,36,52000,0,0,0,0,16,25,3.218875825,1,0,0,1
11,35,90000,0,0,0,0,16,43.26923077,3.767441777,0,0,0,0
11,40,3000,0,0,0,0,12,8.333333333,2.120263536,0,0,0,0
11,41,30000,0,0,0,0,16,11.53846154,2.445685937,0,0,0,0
11,37,46000,0,0,0,0,18,25.27472527,3.229804895,1,0,0,0
11,40,53000,0,0,0,0,16,20.38461538,3.014780469,1,0,0,1
11,36,28000,0,0,0,0,12,13.46153846,2.599836616,0,0,0,0
11,38,55000,0,0,0,0,12,26.44230769,3.274965292,0,0,0,0
11,35,44000,0,0,0,0,13,18.8034188,2.934038705,0,0,0,0
11,44,68000,0,0,0,0,16,32.69230769,3.487139811,1,0,0,0
11,43,43000,0,0,0,0,12,13.78205128,2.623367114,0,0,0,0
11,40,22000,0,0,1,0,12,10.57692308,2.35867456,1,0,0,0
11,42,6000,0,0,1,0,13,4,1.386294361,0,0,0,0
11,41,52000,0,0,0,0,14,25,3.218875825,0,0,0,0
11,37,1900,0,0,0,0,20,16.96428571,2.831110294,1,0,0,0
11,41,35000,0,0,0,0,14,16.82692308,2.822980168,1,0,0,1
11,44,3000,0,0,0,0,13,4.6875,1.544899391,0,0,0,0
11,44,50000,0,0,0,0,16,21.36752137,3.061872076,1,0,0,0
11,37,65000,0,0,0,0,13,31.25,3.442019376,0,1,0,0
11,43,15000,0,0,0,0,9,12.5,2.525728644,0,0,0,0
11,43,49400,1,0,0,0,13,23.75,3.16758253,0,0,0,0
11,40,30784,0,0,0,0,16,16,2.772588722,1,0,0,0
11,38,75000,1,0,0,0,16,36.05769231,3.58512022,0,0,0,0
11,36,25000,0,0,0,0,16,15.02403846,2.709651482,1,0,0,0
11,38,68000,0,0,0,0,14,32.69230769,3.487139811,0,0,0,0
11,37,73000,0,0,0,0,16,35.09615385,3.558091547,1,1,0,0
11,35,12000,0,0,0,0,16,19.48051948,2.969414965,1,0,0,0
11,37,32171,0,0,0,0,14,15.46682692,2.738697532,0,0,0,0
11,39,46427,0,0,0,0,12,18.6005609,2.923191736,0,0,0,0
11,35,60000,0,0,0,0,16,31.25,3.442019376,0,0,0,0
11,39,5000,0,0,0,0,9,4,1.386294361,1,0,0,0
11,39,33000,0,0,0,0,12,12.69230769,2.540996116,0,0,0,0
11,44,80000,0,0,0,0,12,34.18803419,3.531875705,1,0,0,0
11,42,33660,0,0,0,0,12,17,2.833213344,0,0,0,0
11,37,10000,0,0,0,0,16,4,1.386294361,0,0,0,0
11,35,16921,0,0,0,0,14,12.59002976,2.532905212,1,0,0,0
11,37,11700,0,0,0,0,13,8.333333333,2.120263536,1,0,0,0
11,36,27500,0,0,0,0,14,13.22115385,2.581818111,0,0,0,0
11,42,50000,0,0,0,0,13,19.23076923,2.95651156,0,0,1,0
11,41,17000,0,0,0,0,14,8.173076923,2.10084545,1,0,0,0
11,38,23220,0,0,0,0,14,10.55454545,2.356556616,1,0,0,0
11,38,28000,0,0,0,0,13,13.46153846,2.599836616,0,0,0,0
11,37,40000,0,0,0,0,18,27.02702703,3.296837366,1,0,0,0
11,40,21664,0,0,0,0,16,15.04444444,2.711008783,1,0,0,1
11,39,25000,0,0,0,0,13,12.01923077,2.486507931,1,0,0,0
11,38,12000,0,0,0,0,16,19.48051948,2.969414965,1,0,0,0
11,39,205000,0,0,0,0,20,65.70512821,4.185176977,0,0,0,0
11,44,135000,0,0,0,0,18,64.90384615,4.172906885,1,0,0,0
11,36,34800,0,0,0,0,18,33.46153846,3.510396674,1,0,0,1
11,40,205000,0,0,0,0,20,56.31868132,4.031026297,0,0,0,0
11,35,28000,0,0,0,0,12,13.46153846,2.599836616,1,0,0,0
11,41,22000,0,0,0,0,12,17.95918367,2.888101609,0,0,0,0
11,40,12400,0,0,0,0,13,5.961538462,1.785328579,0,0,0,0
11,37,40000,0,0,0,0,13,13.98601399,2.638057829,0,0,0,0
11,36,42000,0,0,0,0,12,17.94871795,2.887518689,1,0,0,0
11,37,22500,0,0,0,0,16,23.4375,3.154337304,0,0,0,0
11,44,40000,0,0,0,0,12,19.23076923,2.95651156,0,0,0,0
11,40,28000,0,0,0,0,13,13.46153846,2.599836616,1,0,0,0
11,39,27000,0,0,0,0,12,12.98076923,2.563468972,0,0,0,0
11,38,60000,0,0,0,0,18,37.5,3.624340933,0,0,0,1
11,38,140000,0,0,0,0,20,67.30769231,4.209274529,1,0,0,0
11,41,25000,1,0,0,0,18,7.396449704,2.001000115,0,0,0,0
11,37,49000,0,0,0,0,18,18.84615385,2.936308853,1,0,1,0
11,41,16501,0,0,0,0,12,12.69307692,2.541056721,1,0,0,0
11,39,20000,0,0,0,0,13,9.615384615,2.26336438,0,0,0,0
11,44,50000,0,0,0,0,11,21.36752137,3.061872076,0,0,0,0
11,38,40000,0,0,0,0,14,29.58579882,3.387294476,1,0,0,0
11,39,49000,0,0,0,0,16,23.55769231,3.159452404,0,0,0,0
11,44,32000,0,0,0,0,12,12.30769231,2.510224458,0,0,0,0
11,44,2000,0,0,0,0,12,4.166666667,1.427116356,1,0,0,0
11,43,54000,0,0,0,0,9,14.83516484,2.697000365,0,0,0,0
11,36,2517,0,0,0,0,13,4.033653846,1.394672627,1,0,0,0
11,36,14000,0,0,0,0,14,12.28070175,2.508029067,1,1,0,0
11,41,14000,0,0,0,0,8,5.494505495,1.703748592,0,0,0,0
11,39,22000,0,0,0,0,12,11.95652174,2.481276882,1,0,0,0
11,40,40070,0,0,0,0,12,19.26442308,2.958260031,1,0,0,0
11,40,105020,0,0,0,0,14,50.49038462,3.921782914,0,0,0,0
11,40,4000,0,0,0,0,12,5.128205128,1.63475572,1,0,0,0
11,42,50000,0,0,0,0,12,22.36135957,3.10733445,0,0,0,0
11,38,25000,0,0,0,1,14,14.20454545,2.653562016,0,0,0,0
11,41,24000,0,0,0,0,13,13.18681319,2.579217329,1,0,0,1
11,40,59000,0,0,0,0,14,28.36538462,3.34516955,0,0,0,0
11,39,1500,0,0,0,0,13,4.166666667,1.427116356,1,0,0,0
11,44,31000,1,0,0,1,12,14.90384615,2.701619311,0,0,0,0
11,43,50000,1,0,0,1,12,26.70940171,3.285015627,1,0,0,0
11,41,45000,0,0,0,0,16,19.60784314,2.975929646,0,0,1,0
11,44,26500,0,0,0,0,8,12.74038462,2.544776839,1,0,0,0
11,44,44000,0,0,0,0,12,28.06122449,3.334388712,0,0,0,0
11,35,27000,0,0,0,0,16,14.83516484,2.697000365,1,0,0,0
11,39,32000,0,0,0,0,12,15.38461538,2.733368009,1,0,0,0
11,41,42000,0,0,0,0,9,20.19230769,3.005301725,0,0,0,0
11,42,11000,1,0,1,0,9,8.73015873,2.166783552,0,0,0,0
11,42,300000,0,1,0,0,20,110.9467456,4.709050316,0,0,0,0
11,44,60000,0,0,0,0,14,28.84615385,3.361976669,0,0,0,0
11,39,6000,0,0,0,0,12,8,2.079441542,1,0,0,0
11,40,30000,0,0,0,0,13,16.66666667,2.813410717,0,0,0,0
11,44,55000,0,0,0,0,14,26.44230769,3.274965292,1,1,0,0
11,40,80000,0,0,0,0,13,38.46153846,3.649658741,1,0,0,0
11,38,50000,0,0,0,0,12,19.23076923,2.95651156,0,0,0,0
11,37,42000,0,0,0,0,12,11.53846154,2.445685937,1,0,0,0
11,42,44000,0,0,0,0,13,18.8034188,2.934038705,0,0,0,0
11,35,50000,0,0,0,0,13,24.03846154,3.179655112,0,0,0,0
11,43,20002,0,0,0,0,14,10.12246964,2.314757669,1,0,0,0
11,40,85000,0,0,0,0,16,40.86538462,3.710283363,0,0,0,1
11,35,42500,0,0,0,0,14,20.43269231,3.017136182,0,0,0,0
11,36,43000,0,0,0,0,14,23.62637363,3.162363615,1,0,0,0
11,43,56000,0,0,0,0,12,21.53846154,3.069840246,0,0,0,0
11,42,50000,0,0,0,0,13,41.66666667,3.729701449,1,0,0,0
11,39,43000,0,0,0,0,12,20.67307692,3.028832222,0,0,0,0
11,40,38000,0,0,0,0,12,18.26923077,2.905218266,0,0,0,0
11,43,7000,0,0,0,0,16,4,1.386294361,1,0,0,0
11,37,12000,0,0,0,0,12,13.33333333,2.590267165,1,0,0,0
11,37,4800,0,0,0,0,14,4,1.386294361,0,0,0,0
11,43,46000,0,0,0,0,12,22.11538462,3.096273503,0,0,0,0
11,44,31500,0,0,0,0,12,15.14423077,2.717619652,1,0,0,0
11,42,20000,0,0,0,0,12,13.88888889,2.63108916,0,0,0,0
11,44,35000,0,0,0,0,14,16.82692308,2.822980168,1,0,0,0
11,36,48204,0,0,0,0,18,18.54,2.91993056,0,0,1,0
11,42,60000,0,0,0,0,18,28.84615385,3.361976669,0,0,0,0
11,43,55000,0,0,0,0,18,23.5042735,3.157182256,1,0,0,1
11,35,14000,0,0,0,0,12,13.46153846,2.599836616,0,0,0,0
11,35,43000,0,0,0,0,12,19.68864469,2.980042058,1,0,0,0
11,38,5002,0,0,0,0,12,4,1.386294361,1,0,0,0
11,41,20600,0,0,0,0,13,9.903846154,2.292923182,1,0,0,0
11,42,48239,0,0,0,0,12,23.19182692,3.143799929,0,0,0,0
11,38,8000,0,0,0,0,12,5.555555556,1.714798428,1,0,0,0
11,37,4000,0,0,0,0,9,15.38461538,2.733368009,1,0,0,0
11,43,40000,0,0,0,0,13,17.09401709,2.838728525,0,0,0,0
11,40,14000,0,0,0,0,9,6.730769231,1.906689436,0,0,0,0
11,36,25000,0,0,0,0,12,11.11111111,2.407945609,0,0,0,0
11,37,22000,0,0,0,0,14,10.57692308,2.35867456,1,0,0,0
11,36,40000,0,0,0,0,14,19.23076923,2.95651156,1,0,0,0
11,39,40000,0,0,0,0,18,19.23076923,2.95651156,0,0,0,1
11,43,75600,0,0,0,0,12,29.07692308,3.369944838,0,0,0,0
11,38,22000,0,0,0,0,12,21.15384615,3.05182174,0,0,0,0
11,36,49000,0,0,0,0,14,23.55769231,3.159452404,0,0,0,0
11,39,2293,0,1,0,0,13,4,1.386294361,1,0,0,0
11,39,10685,0,0,0,0,16,12.32410611,2.511557191,1,0,0,0
11,42,121000,0,0,0,0,16,31.02564103,3.434813992,0,0,0,0
11,39,29000,0,0,0,0,13,13.94230769,2.634927936,1,0,0,0
11,41,43000,0,0,0,0,12,20.67307692,3.028832222,1,0,0,0
11,44,20800,0,0,0,0,14,10,2.302585093,1,0,0,0
11,36,36000,0,0,0,0,12,17.30769231,2.851151045,0,0,0,0
11,41,3500,0,0,0,0,16,4.807692308,1.570217199,1,0,0,0
11,42,49000,0,0,0,0,12,23.55769231,3.159452404,1,0,0,0
11,44,30800,0,0,0,0,14,14.80769231,2.695146796,0,0,0,0
11,39,44000,0,0,0,0,16,21.15384615,3.05182174,1,0,0,0
11,36,55000,0,0,0,0,14,21.15384615,3.05182174,0,0,0,0
11,35,40000,0,0,0,0,16,19.23076923,2.95651156,1,0,1,0
11,39,77500,0,0,0,0,12,33.11965812,3.500127007,0,0,0,0
11,38,20000,0,0,0,0,16,16.02564103,2.774190004,1,0,0,0
11,35,260000,0,0,0,0,16,125,4.828313737,0,0,0,0
11,44,37000,0,0,0,0,14,17.78846154,2.878550019,0,0,0,1
11,43,65000,0,0,0,0,16,31.25,3.442019376,1,0,0,1
11,39,67000,0,0,0,0,16,32.21153846,3.472324726,0,0,1,0
11,37,98000,0,0,0,0,18,34.26573427,3.534145854,1,0,0,0
11,41,75000,0,0,0,0,16,32.77972028,3.48981004,0,0,0,0
11,41,30000,0,0,0,0,13,14.42307692,2.668829488,1,0,1,0
11,43,10000,0,0,0,0,12,7.692307692,2.040220829,1,0,0,0
11,43,99000,0,0,0,0,12,47.59615385,3.862751956,0,0,0,0
11,35,49000,0,1,0,0,12,18.84615385,2.936308853,0,0,0,0
11,39,44000,0,0,0,0,12,13.53846154,2.605534638,0,0,0,0
11,39,99500,0,0,0,0,16,42.52136752,3.750006715,0,0,0,0
11,37,47500,0,0,0,0,16,24.03846154,3.179655112,1,0,0,0
11,44,10700,0,0,0,0,13,10.28846154,2.331023028,1,0,0,0
11,44,62000,0,0,0,0,13,29.80769231,3.394766491,0,0,0,1
11,41,65000,0,0,0,0,13,31.25,3.442019376,1,0,0,0
11,40,92000,0,0,0,0,13,44.23076923,3.789420683,1,0,0,0
11,40,66000,0,0,0,0,14,24.40828402,3.194922584,0,0,0,1
11,43,88000,0,0,0,0,18,33.84615385,3.521825369,0,0,0,1
11,39,48000,0,0,0,0,16,23.07692308,3.138833117,1,0,0,1
11,37,48000,0,0,0,0,16,23.07692308,3.138833117,1,0,0,0
11,39,71000,0,0,0,0,13,27.30769231,3.307168432,0,0,0,0
11,39,14000,0,0,0,0,12,12.15277778,2.497557767,1,0,0,0
11,36,40000,0,0,0,0,16,21.97802198,3.090042953,0,0,0,0
11,38,5000,0,0,0,0,16,9.615384615,2.26336438,1,0,1,0
11,43,10000,0,0,0,0,16,9.523809524,2.253794929,0,0,0,0
11,35,30000,0,0,0,0,12,19.04761905,2.946942109,0,0,0,0
11,35,53000,0,0,0,0,16,28.31196581,3.343284535,1,0,0,0
11,36,3360,0,0,0,0,12,8.75,2.1690537,0,0,0,0
11,36,31472,0,0,0,0,13,15.13076923,2.716730368,1,0,0,0
11,37,68000,0,0,0,0,13,32.69230769,3.487139811,0,0,0,0
11,40,44000,0,0,0,0,12,21.15384615,3.05182174,0,0,0,0
11,36,47000,0,0,0,0,16,22.59615385,3.117779708,1,0,0,0
11,40,53175,0,0,0,0,14,25.56490385,3.241220467,0,0,0,1
11,35,31500,0,0,0,0,14,28.84615385,3.361976669,1,0,0,0
11,35,240000,0,0,0,0,18,92.30769231,4.525127478,0,0,0,0
11,37,6376,0,0,0,0,16,17.71111111,2.874192189,1,0,1,0
11,40,80000,0,0,0,0,18,30.76923077,3.42651519,0,0,0,0
11,39,65000,0,0,0,0,18,31.25,3.442019376,0,0,0,0
11,42,55500,1,0,0,1,18,26.68269231,3.284015127,1,0,0,0
11,42,84588,1,0,0,1,20,40.66730769,3.705424519,0,0,0,0
11,43,168000,0,0,0,0,16,46.15384615,3.831980298,0,1,0,0
11,38,60000,0,0,0,0,13,19.23076923,2.95651156,0,1,0,0
11,42,60000,0,0,0,0,18,38.46153846,3.649658741,1,0,0,0
11,44,35000,0,0,0,0,13,16.82692308,2.822980168,0,0,0,0
11,43,51443,0,0,0,0,12,35.72430556,3.575831285,1,0,0,0
11,42,125000,0,0,0,0,13,60.09615385,4.095945844,0,0,0,0
11,40,49000,0,0,0,0,13,23.55769231,3.159452404,1,0,0,0
11,41,55000,0,0,0,0,13,23.5042735,3.157182256,0,0,0,0
11,41,40000,0,0,0,0,16,15.38461538,2.733368009,1,0,0,0
11,36,46000,0,0,0,0,14,22.11538462,3.096273503,0,0,0,0
11,43,40000,0,0,0,0,16,31.25,3.442019376,0,0,0,0
11,44,89000,0,0,0,0,16,42.78846154,3.756268476,0,0,0,0
11,43,17500,0,0,0,0,16,8.413461538,2.129832987,1,0,0,0
11,37,117000,0,0,0,0,13,56.25,4.029806041,0,0,0,0
11,40,70000,0,0,0,0,12,33.65384615,3.516127348,0,0,0,0
11,38,26000,1,1,0,0,14,12.5,2.525728644,1,0,0,0
11,42,280000,0,0,0,0,16,134.6153846,4.902421709,1,0,0,0
11,38,72000,0,0,0,0,16,34.61538462,3.544298225,0,0,0,0
11,37,53000,0,0,0,0,16,16.98717949,2.832458912,1,0,0,0
11,42,115000,0,0,0,0,20,40.20979021,3.694110504,1,0,1,0
11,43,95000,0,0,0,0,16,40.5982906,3.703725962,0,0,0,0
11,42,8800,0,0,0,0,16,13.96825397,2.636787181,1,0,0,0
11,44,80000,0,0,0,0,16,30.76923077,3.42651519,0,0,0,0
11,41,77000,0,0,0,0,18,21.15384615,3.05182174,0,0,1,0
11,41,56000,0,0,0,0,18,26.92307692,3.292983797,1,0,0,1
11,43,33000,1,1,0,0,16,9.763313609,2.278631852,0,0,0,0
11,41,50000,0,0,0,0,16,24.03846154,3.179655112,0,0,0,0
11,41,48000,0,0,0,0,16,23.07692308,3.138833117,1,0,0,1
11,37,43000,0,0,0,0,12,16.53846154,2.805688671,1,0,0,0
11,37,8000,0,0,0,0,16,7.692307692,2.040220829,0,0,0,0
11,42,34000,0,0,0,0,16,16.34615385,2.793992631,0,0,0,0
11,38,52000,0,0,0,0,13,20,2.995732274,0,0,0,0
11,39,52000,0,0,0,0,18,28.57142857,3.352407217,1,0,0,0
11,41,41340,0,0,0,0,20,22.71428571,3.122994053,0,0,0,0
11,39,38000,0,0,0,0,13,16.23931624,2.78743523,1,0,0,0
11,42,40000,0,0,0,0,16,19.23076923,2.95651156,1,0,0,0
11,44,10000,0,0,0,0,14,20.83333333,3.036554268,0,0,0,0
11,38,24000,0,0,0,0,16,33.33333333,3.506557897,1,0,0,0
11,41,190000,0,0,0,0,16,81.1965812,4.396873143,0,0,0,0
11,41,120000,1,0,0,0,20,46.15384615,3.831980298,0,0,0,0
11,41,52000,0,0,0,0,18,37.03703704,3.611918413,1,0,0,0
11,36,38000,0,0,0,0,16,19.79166667,2.985260974,1,0,0,0
11,35,31000,0,0,0,0,16,29.80769231,3.394766491,1,0,0,0
11,38,40000,0,0,0,0,16,13.49527665,2.602339747,0,0,0,0
11,41,42000,0,0,0,0,13,21.875,3.085344432,0,0,0,0
11,35,84000,0,0,0,0,18,40.38461538,3.698448905,0,0,0,0
11,38,300000,0,0,0,0,20,144.2307692,4.971414581,1,0,0,0
11,37,75000,0,0,0,0,16,32.05128205,3.467337184,0,0,0,1
11,36,53000,0,0,0,0,18,36.80555556,3.6056488,1,0,0,0
11,37,22000,0,0,0,0,12,17.62820513,2.869500183,0,0,0,0
11,40,60642,0,0,0,0,16,29.15480769,3.372619829,0,0,1,0
11,37,50000,0,0,0,0,12,24.03846154,3.179655112,0,0,0,0
11,36,43000,0,0,0,0,12,20.67307692,3.028832222,1,0,0,0
11,43,15000,0,0,0,0,13,12.54180602,2.529067546,1,0,0,0
11,40,25000,0,0,0,0,12,12.01923077,2.486507931,0,0,0,0
11,38,46000,0,0,0,0,12,19.65811966,2.978490467,1,0,0,0
11,43,40000,0,0,0,0,12,17.4291939,2.858146611,0,0,0,0
11,40,6000,0,0,0,0,16,150,5.010635294,1,0,0,0
11,43,20000,0,0,0,0,12,9.615384615,2.26336438,0,0,0,0
11,41,32000,0,0,0,0,13,17.09401709,2.838728525,1,0,0,0
11,43,35000,0,0,0,0,16,14.95726496,2.705197132,0,0,0,0
11,41,28000,0,0,0,0,16,13.46153846,2.599836616,1,0,0,0
11,37,52600,0,0,0,0,12,19.08563135,2.948935767,0,0,0,0
11,35,27000,0,0,0,0,13,14.83516484,2.697000365,1,0,0,0
11,39,50000,0,0,0,0,14,30.04807692,3.402798663,1,0,0,0
11,42,44000,0,0,0,0,16,23.5042735,3.157182256,1,0,1,0
11,40,21122,0,0,0,0,12,20.30961538,3.011094438,1,0,0,0
11,43,90000,0,0,0,0,13,38.46153846,3.649658741,0,0,0,0
11,40,49000,0,0,0,0,13,18.84615385,2.936308853,0,0,0,0
11,40,64000,0,0,0,0,18,30.76923077,3.42651519,1,0,0,0
11,40,77000,0,0,0,0,14,37.01923077,3.611437528,0,0,0,1
11,35,43000,0,0,0,0,13,20.67307692,3.028832222,1,0,0,0
11,36,15000,0,0,0,0,12,8.241758242,2.1092137,1,0,0,0
11,41,31000,0,0,0,0,12,29.80769231,3.394766491,0,0,0,0
11,36,48000,0,0,0,0,16,19.23076923,2.95651156,0,0,0,0
11,40,44000,0,0,0,0,12,21.15384615,3.05182174,0,0,0,0
11,40,15000,0,0,0,0,12,8.333333333,2.120263536,1,0,0,0
11,38,70000,0,0,0,0,18,37.39316239,3.621487864,0,0,0,0
11,38,30804,0,0,0,0,18,14.80961538,2.695276658,1,0,0,1
11,38,55000,0,0,0,0,14,26.44230769,3.274965292,0,0,0,0
11,40,75000,0,0,0,0,16,32.05128205,3.467337184,0,0,0,0
11,39,70000,0,0,0,0,16,31.3059034,3.443806687,1,0,0,0
11,36,53000,0,0,0,0,16,25.48076923,3.23792402,1,0,0,1
11,43,70000,0,0,0,0,16,33.65384615,3.516127348,1,0,0,0
11,39,31200,0,0,0,0,12,15,2.708050201,0,0,0,0
11,39,125000,0,0,0,0,14,60.09615385,4.095945844,0,0,0,0
11,41,21000,0,0,0,0,12,10.09615385,2.312154544,0,0,0,0
11,43,39000,0,0,0,0,13,19.73684211,2.982487047,1,0,0,0
11,44,34000,0,0,0,0,12,16.34615385,2.793992631,0,0,0,0
11,39,589,0,0,0,0,12,7.3625,1.996399549,1,0,1,0
11,43,22000,0,0,0,0,12,10.57692308,2.35867456,1,0,0,0
11,43,10000,0,0,0,0,13,9.615384615,2.26336438,1,0,0,0
12,43,36200,0,0,0,0,13,17.40384615,2.856691225,0,0,0,0
12,38,42000,0,0,0,0,13,16.15384615,2.782158173,0,0,0,0
12,40,82000,0,0,0,0,12,39.42307692,3.674351354,0,0,0,0
12,41,15600,0,0,0,0,16,5,1.609437912,1,0,0,0
